# step time Ekin Epot Etot T
1070 2.14 504.176 -98.3449 405.831 2.52088
1080 2.16 504.224 -98.0801 406.144 2.52112
1090 2.18 504.181 -107.116 397.065 2.52091
1100 2.2 504.19 -107.353 396.838 2.52095
1110 2.22 504.207 -100.819 403.388 2.52104
1120 2.24 504.219 -103.05 401.168 2.52109
1130 2.26 504.185 -117.762 386.423 2.52092
1140 2.28 504.184 -121.769 382.415 2.52092
1150 2.3 504.201 -114.576 389.625 2.52101
1160 2.32 504.211 -110.801 393.41 2.52106
1170 2.34 504.201 -114.449 389.752 2.52101
1180 2.36 504.196 -119.831 384.365 2.52098
1190 2.38 504.186 -121.898 382.287 2.52093
1200 2.4 504.195 -113.765 390.43 2.52097
1210 2.42 504.212 -100.995 403.217 2.52106
1220 2.44 504.191 -100.554 403.637 2.52096
1230 2.46 504.178 -96.8486 407.329 2.52089
1240 2.48 504.216 -80.3128 423.903 2.52108
1250 2.5 504.219 -86.1766 418.042 2.5211
1260 2.52 504.184 -108.094 396.089 2.52092
1270 2.54 504.19 -118.179 386.011 2.52095
1280 2.56 504.203 -123.267 380.936 2.52101
1290 2.58 504.183 -126.85 377.333 2.52092
1300 2.6 504.205 -124.269 379.936 2.52103
1310 2.62 504.201 -123.919 380.283 2.52101
1320 2.64 504.202 -124.873 379.329 2.52101
1330 2.66 504.184 -126.34 377.843 2.52092
1340 2.68 504.225 -119.306 384.919 2.52113
1350 2.7 504.182 -122.584 381.599 2.52091
1360 2.72 504.209 -119.466 384.743 2.52105
1370 2.74 504.189 -118.062 386.127 2.52094
1380 2.76 504.21 -114.242 389.968 2.52105
1390 2.78 504.205 -117.521 386.683 2.52102
1400 2.8 504.187 -123.064 381.123 2.52093
1410 2.82 504.194 -119.632 384.562 2.52097
1420 2.84 504.215 -111.68 392.535 2.52107
1430 2.86 504.181 -118.837 385.344 2.5209
1440 2.88 504.184 -117.563 386.621 2.52092
1450 2.9 504.211 -106.008 398.204 2.52106
1460 2.92 504.194 -105.151 399.043 2.52097
1470 2.94 504.201 -108.311 395.89 2.52101
1480 2.96 504.172 -109.415 394.757 2.52086
1490 2.98 504.23 -102.095 402.135 2.52115
1500 3 504.182 -108.189 395.994 2.52091
1510 3.02 504.219 -110.46 393.759 2.52109
1520 3.04 504.186 -125.41 378.776 2.52093
1530 3.06 504.179 -131.675 372.504 2.5209
1540 3.08 504.195 -119.804 384.391 2.52098
1550 3.1 504.223 -111.937 392.286 2.52112
1560 3.12 504.185 -121.206 382.98 2.52093
1570 3.14 504.188 -120.579 383.61 2.52094
1580 3.16 504.225 -115.352 388.873 2.52113
1590 3.18 504.186 -125.336 378.85 2.52093
1600 3.2 504.184 -127.453 376.731 2.52092
1610 3.22 504.191 -116.396 387.795 2.52096
1620 3.24 504.221 -102.236 401.985 2.52111
1630 3.26 504.197 -104.084 400.114 2.52099
1640 3.28 504.186 -106.793 397.393 2.52093
1650 3.3 504.202 -102.902 401.3 2.52101
1660 3.32 504.204 -102.098 402.106 2.52102
1670 3.34 504.158 -102.556 401.601 2.52079
1680 3.36 504.382 -85.9409 418.441 2.52191
1690 3.38 504.149 -121.196 382.953 2.52074
1700 3.4 504.192 -124.956 379.236 2.52096
1710 3.42 504.202 -121.23 382.973 2.52101
1720 3.44 504.2 -119.47 384.73 2.521
1730 3.46 504.194 -118.612 385.582 2.52097
1740 3.48 504.172 -109.089 395.083 2.52086
1750 3.5 504.242 -92.8396 411.402 2.52121
1760 3.52 504.204 -104.096 400.109 2.52102
1770 3.54 504.18 -120.789 383.391 2.5209
1780 3.56 504.184 -123.174 381.009 2.52092
1790 3.58 504.191 -113.918 390.272 2.52095
1800 3.6 504.219 -101.841 402.378 2.5211
1810 3.62 504.201 -103.909 400.293 2.52101
1820 3.64 504.188 -110.664 393.524 2.52094
1830 3.66 504.197 -111.416 392.782 2.52099
1840 3.68 504.217 -114.08 390.137 2.52109
1850 3.7 504.19 -126.749 377.441 2.52095
1860 3.72 504.184 -133.624 370.56 2.52092
1870 3.74 504.17 -125.615 378.555 2.52085
1880 3.76 504.235 -95.972 408.263 2.52117
1890 3.78 504.212 -95.1873 409.025 2.52106
1900 3.8 504.181 -112.853 391.328 2.52091
1910 3.82 504.178 -117.17 387.008 2.52089
1920 3.84 504.194 -104.173 400.021 2.52097
1930 3.86 504.215 -96.8498 407.365 2.52107
1940 3.88 504.209 -94.2066 410.002 2.52104
1950 3.9 504.183 -99.0465 405.137 2.52092
1960 3.92 504.204 -106.482 397.722 2.52102
1970 3.94 504.19 -115.454 388.736 2.52095
1980 3.96 504.195 -119.112 385.083 2.52097
1990 3.98 504.198 -118.858 385.34 2.52099
2000 4 504.201 -117.208 386.993 2.521
2010 4.02 504.194 -117.247 386.947 2.52097
2020 4.04 504.218 -115.774 388.443 2.52109
2030 4.06 504.181 -118.376 385.805 2.5209
2040 4.08 504.211 -114.315 389.896 2.52105
2050 4.1 504.18 -113.76 390.42 2.5209
2060 4.12 504.214 -109.279 394.934 2.52107
2070 4.14 504.188 -113.431 390.757 2.52094
2080 4.16 504.186 -108.306 395.88 2.52093
2090 4.18 504.224 -98.7121 405.512 2.52112
2100 4.2 504.201 -107.309 396.892 2.521
2110 4.22 504.18 -117.442 386.739 2.5209
2120 4.24 504.197 -113.657 390.54 2.52098
2130 4.26 504.202 -105.457 398.745 2.52101
2140 4.28 504.204 -101.417 402.788 2.52102
2150 4.3 504.188 -103.589 400.599 2.52094
2160 4.32 504.199 -101.832 402.367 2.52099
2170 4.34 504.205 -103.449 400.756 2.52102
2180 4.36 504.207 -114.2 390.007 2.52104
2190 4.38 504.182 -127.556 376.626 2.52091
2200 4.4 504.174 -125.92 378.254 2.52087
2210 4.42 504.191 -102.219 401.972 2.52095
2220 4.44 504.257 -87.2567 417 2.52128
2230 4.46 504.176 -105.687 398.489 2.52088
2240 4.48 504.189 -110.99 393.199 2.52095
2250 4.5 504.217 -108.684 395.533 2.52109
2260 4.52 504.177 -117.042 387.135 2.52089
2270 4.54 504.227 -119.954 384.272 2.52113
2280 4.56 504.178 -129.47 374.707 2.52089
2290 4.58 504.194 -125.704 378.49 2.52097
2300 4.6 504.202 -116.865 387.337 2.52101
2310 4.62 504.215 -111.616 392.599 2.52108
2320 4.64 504.193 -116.969 387.223 2.52096
2330 4.66 504.173 -119.622 384.551 2.52086
2340 4.68 504.217 -107.126 397.091 2.52108
2350 4.7 504.207 -101.755 402.452 2.52104
2360 4.72 504.202 -106.133 398.069 2.52101
2370 4.74 504.181 -113.942 390.239 2.52091
2380 4.76 504.193 -111.287 392.906 2.52096
2390 4.78 504.221 -105.767 398.454 2.52111
2400 4.8 504.181 -114.173 390.008 2.52091
2410 4.82 504.184 -112.866 391.318 2.52092
2420 4.84 504.212 -107.795 396.417 2.52106
2430 4.86 504.197 -115.101 389.096 2.52098
2440 4.88 504.181 -120.164 384.017 2.52091
2450 4.9 504.188 -109.12 395.067 2.52094
2460 4.92 504.248 -97.8397 406.408 2.52124
2470 4.94 504.176 -114.557 389.619 2.52088
2480 4.96 504.164 -114.604 389.559 2.52082
2490 4.98 504.242 -103.366 400.876 2.52121
2500 5 504.164 -110.465 393.699 2.52082
2510 5.02 504.213 -93.2529 410.96 2.52106
2520 5.04 504.215 -95.2408 408.974 2.52107
2530 5.06 504.162 -109.218 394.945 2.52081
2540 5.08 504.216 -96.2618 407.955 2.52108
2550 5.1 504.185 -91.7022 412.483 2.52093
2560 5.12 504.23 -91.1787 413.051 2.52115
2570 5.14 504.18 -108.17 396.01 2.5209
2580 5.16 504.19 -115.357 388.833 2.52095
2590 5.18 504.199 -114.029 390.17 2.521
2600 5.2 504.203 -111.487 392.716 2.52101
2610 5.22 504.209 -112.753 391.456 2.52105
2620 5.24 504.183 -118.407 385.775 2.52091
2630 5.26 504.176 -108.727 395.448 2.52088
2640 5.28 504.24 -90.2667 413.973 2.5212
2650 5.3 504.196 -95.3519 408.844 2.52098
2660 5.32 504.198 -101.359 402.839 2.52099
2670 5.34 504.198 -106.331 397.867 2.52099
2680 5.36 504.171 -106.82 397.351 2.52086
2690 5.38 504.224 -92.1622 412.062 2.52112
2700 5.4 504.227 -95.2372 408.99 2.52114
2710 5.42 504.172 -114.633 389.539 2.52086
2720 5.44 504.188 -115.633 388.555 2.52094
2730 5.46 504.187 -107.341 396.846 2.52094
2740 5.48 504.231 -95.3033 408.928 2.52116
2750 5.5 504.192 -95.1467 409.046 2.52096
2760 5.52 504.209 -92.6723 411.537 2.52104
2770 5.54 504.195 -98.1756 406.019 2.52097
2780 5.56 504.191 -101.388 402.802 2.52095
2790 5.58 504.206 -108.354 395.852 2.52103
2800 5.6 504.166 -116.264 387.902 2.52083
2810 5.62 504.222 -103.401 400.821 2.52111
2820 5.64 504.198 -104.815 399.383 2.52099
2830 5.66 504.185 -107.285 396.9 2.52092
2840 5.68 504.222 -103.067 401.155 2.52111
2850 5.7 504.183 -118.837 385.346 2.52091
2860 5.72 504.179 -127.612 376.567 2.5209
2870 5.74 504.208 -120.831 383.377 2.52104
2880 5.76 504.201 -118.926 385.275 2.52101
2890 5.78 504.199 -120.214 383.985 2.52099
2900 5.8 504.187 -119.582 384.605 2.52094
2910 5.82 504.207 -112.845 391.362 2.52103
2920 5.84 504.206 -112.483 391.723 2.52103
2930 5.86 504.189 -118.66 385.529 2.52095
2940 5.88 504.217 -116.472 387.745 2.52109
2950 5.9 504.19 -123.252 380.939 2.52095
2960 5.92 504.193 -133.567 370.626 2.52096
2970 5.94 504.183 -137.752 366.431 2.52091
2980 5.96 504.203 -130.085 374.118 2.52102
2990 5.98 504.194 -121.683 382.511 2.52097
3000 6 504.206 -113.85 390.356 2.52103
3010 6.02 504.217 -114.469 389.748 2.52108
3020 6.04 504.19 -125.596 378.595 2.52095
3030 6.06 504.187 -131.159 373.028 2.52094
3040 6.08 504.184 -125.289 378.895 2.52092
3050 6.1 504.202 -107.387 396.815 2.52101
3060 6.12 504.223 -92.9899 411.233 2.52111
3070 6.14 504.186 -97.9759 406.21 2.52093
3080 6.16 504.196 -103.188 401.008 2.52098
3090 6.18 504.175 -105.456 398.719 2.52087
3100 6.2 504.238 -98.9694 405.269 2.52119
3110 6.22 504.187 -115.571 388.616 2.52094
3120 6.24 504.18 -129.762 374.417 2.5209
3130 6.26 504.189 -128.006 376.182 2.52094
3140 6.28 504.196 -118.417 385.779 2.52098
3150 6.3 504.211 -109.163 395.048 2.52105
3160 6.32 504.195 -112.431 391.764 2.52098
3170 6.34 504.199 -118.847 385.352 2.52099
3180 6.36 504.183 -122.142 382.041 2.52092
3190 6.38 504.202 -117.297 386.905 2.52101
3200 6.4 504.202 -117.455 386.747 2.52101
3210 6.42 504.192 -117.861 386.331 2.52096
3220 6.44 504.207 -118.589 385.618 2.52103
3230 6.46 504.189 -126.585 377.604 2.52095
3240 6.48 504.189 -127.894 376.295 2.52095
3250 6.5 504.192 -120.839 383.353 2.52096
3260 6.52 504.204 -111.155 393.049 2.52102
3270 6.54 504.223 -108.554 395.669 2.52111
3280 6.56 504.188 -123.426 380.762 2.52094
3290 6.58 504.168 -131.192 372.976 2.52084
3300 6.6 504.203 -113.135 391.068 2.52101
3310 6.62 504.208 -102.843 401.365 2.52104
3320 6.64 504.206 -111.514 392.692 2.52103
3330 6.66 504.181 -125.042 379.139 2.5209
3340 6.68 504.198 -127.162 377.036 2.52099
3350 6.7 504.198 -126.058 378.14 2.52099
3360 6.72 504.195 -123.851 380.344 2.52097
3370 6.74 504.196 -117.199 386.997 2.52098
3380 6.76 504.201 -117.332 386.869 2.521
3390 6.78 504.156 -113.093 391.063 2.52078
3400 6.8 504.221 -101.75 402.472 2.52111
3410 6.82 504.165 -98.419 405.746 2.52082
3420 6.84 504.266 -91.8507 412.416 2.52133
3430 6.86 504.155 -124.119 380.036 2.52077
3440 6.88 504.148 -120.346 383.803 2.52074
3450 6.9 504.187 -104.763 399.425 2.52094
3460 6.92 504.212 -95.1127 409.099 2.52106
3470 6.94 504.184 -84.9248 419.259 2.52092
3480 6.96 504.218 -89.4493 414.769 2.52109
3490 6.98 504.174 -111.687 392.488 2.52087
3500 7 504.174 -116.383 387.791 2.52087
3510 7.02 504.225 -110.995 393.23 2.52112
3520 7.04 504.163 -114.517 389.647 2.52082
3530 7.06 504.257 -101.44 402.817 2.52128
3540 7.08 504.173 -112.254 391.918 2.52086
3550 7.1 504.203 -112.194 392.009 2.52101
3560 7.12 504.198 -113.234 390.964 2.52099
3570 7.14 504.192 -114.673 389.518 2.52096
3580 7.16 504.209 -112.328 391.881 2.52105
3590 7.18 504.196 -117.585 386.611 2.52098
3600 7.2 504.189 -126.036 378.152 2.52094
3610 7.22 504.183 -125.587 378.596 2.52092
3620 7.24 504.201 -112.098 392.103 2.521
3630 7.26 504.201 -103.369 400.832 2.52101
3640 7.28 504.22 -99.968 404.252 2.5211
3650 7.3 504.152 -110.494 393.658 2.52076
3660 7.32 504.234 -103.202 401.033 2.52117
3670 7.34 504.197 -105.708 398.489 2.52099
3680 7.36 504.197 -112.823 391.374 2.52098
3690 7.38 504.184 -118.749 385.435 2.52092
3700 7.4 504.194 -112.707 391.487 2.52097
3710 7.42 504.224 -110.154 394.07 2.52112
3720 7.44 504.187 -118.721 385.467 2.52094
3730 7.46 504.186 -120.467 383.718 2.52093
3740 7.48 504.206 -114.817 389.389 2.52103
3750 7.5 504.206 -118.403 385.803 2.52103
3760 7.52 504.18 -126.725 377.455 2.5209
3770 7.54 504.197 -125.096 379.101 2.52098
3780 7.56 504.194 -121.947 382.247 2.52097
3790 7.58 504.204 -114.701 389.502 2.52102
3800 7.6 504.216 -113.473 390.742 2.52108
3810 7.62 504.188 -122.971 381.217 2.52094
3820 7.64 504.186 -125.073 379.113 2.52093
3830 7.66 504.19 -111.858 392.332 2.52095
3840 7.68 504.171 -113.308 390.864 2.52086
3850 7.7 504.199 -114.498 389.701 2.52099
3860 7.72 504.183 -109.111 395.072 2.52092
3870 7.74 504.204 -113.768 390.436 2.52102
3880 7.76 504.185 -127.076 377.109 2.52092
3890 7.78 504.19 -126.481 377.709 2.52095
3900 7.8 504.193 -117.359 386.835 2.52097
3910 7.82 504.233 -107.511 396.722 2.52116
3920 7.84 504.187 -118.333 385.855 2.52094
3930 7.86 504.188 -124.536 379.652 2.52094
3940 7.88 504.197 -120.372 383.825 2.52099
3950 7.9 504.166 -111.781 392.385 2.52083
3960 7.92 504.305 -85.9363 418.369 2.52153
3970 7.94 504.146 -111.721 392.425 2.52073
3980 7.96 504.189 -123.296 380.892 2.52094
3990 7.98 504.187 -123.065 381.122 2.52093
4000 8 504.204 -115.058 389.146 2.52102
4010 8.02 504.192 -109.716 394.476 2.52096
4020 8.04 504.221 -107.438 396.783 2.52111
4030 8.06 504.164 -113.372 390.793 2.52082
4040 8.08 504.21 -102.781 401.429 2.52105
4050 8.1 504.214 -99.6063 404.607 2.52107
4060 8.12 504.186 -109.69 394.497 2.52093
4070 8.14 504.188 -110.783 393.405 2.52094
4080 8.16 504.21 -108.794 395.415 2.52105
4090 8.18 504.192 -115.55 388.643 2.52096
4100 8.2 504.195 -119.334 384.861 2.52097
4110 8.22 504.206 -122.719 381.487 2.52103
4120 8.24 504.183 -127.63 376.553 2.52091
4130 8.26 504.199 -120.991 383.209 2.521
4140 8.28 504.214 -116.182 388.032 2.52107
4150 8.3 504.18 -119.843 384.337 2.5209
4160 8.32 504.2 -117.331 386.869 2.521
4170 8.34 504.186 -108.123 396.063 2.52093
4180 8.36 504.204 -100.939 403.266 2.52102
4190 8.38 504.217 -109.879 394.339 2.52109
4200 8.4 504.173 -123.524 380.649 2.52086
4210 8.42 504.2 -120.357 383.843 2.521
4220 8.44 504.196 -115.191 389.005 2.52098
4230 8.46 504.19 -107.738 396.452 2.52095
4240 8.48 504.247 -93.9492 410.298 2.52124
4250 8.5 504.165 -107.829 396.336 2.52082
4260 8.52 504.199 -107.459 396.739 2.52099
4270 8.54 504.191 -108.578 395.614 2.52096
4280 8.56 504.199 -107.938 396.261 2.521
4290 8.58 504.206 -107.924 396.282 2.52103
4300 8.6 504.192 -113.616 390.576 2.52096
4310 8.62 504.195 -113.592 390.603 2.52097
4320 8.64 504.213 -110.762 393.45 2.52106
4330 8.66 504.181 -114.517 389.664 2.5209
4340 8.68 504.22 -108.64 395.58 2.5211
4350 8.7 504.197 -112.224 391.973 2.52098
4360 8.72 504.19 -117.361 386.829 2.52095
4370 8.74 504.18 -113.906 390.274 2.5209
4380 8.76 504.247 -97.7533 406.494 2.52124
4390 8.78 504.181 -108.088 396.092 2.5209
4400 8.8 504.186 -113.078 391.108 2.52093
4410 8.82 504.21 -108.685 395.525 2.52105
4420 8.84 504.197 -109.68 394.517 2.52099
4430 8.86 504.202 -110.261 393.94 2.52101
4440 8.88 504.202 -113.768 390.434 2.52101
4450 8.9 504.169 -115.013 389.156 2.52084
4460 8.92 504.231 -95.4877 408.743 2.52116
4470 8.94 504.197 -93.3705 410.826 2.52098
4480 8.96 504.2 -97.477 406.723 2.521
4490 8.98 504.196 -102.86 401.336 2.52098
4500 9 504.199 -106.128 398.071 2.52099
4510 9.02 504.201 -109.324 394.877 2.521
4520 9.04 504.192 -113.277 390.915 2.52096
4530 9.06 504.187 -109.38 394.807 2.52094
4540 9.08 504.201 -98.4047 405.796 2.521
4550 9.1 504.222 -96.9413 407.28 2.52111
4560 9.12 504.187 -109.651 394.536 2.52094
4570 9.14 504.168 -111.186 392.982 2.52084
4580 9.16 504.232 -95.627 408.605 2.52116
4590 9.18 504.199 -91.1102 413.088 2.52099
4600 9.2 504.196 -98.2956 405.9 2.52098
4610 9.22 504.185 -108.886 395.299 2.52093
4620 9.24 504.205 -111.138 393.068 2.52103
4630 9.26 504.195 -116.437 387.758 2.52098
4640 9.28 504.186 -118.642 385.544 2.52093
4650 9.3 504.188 -108.842 395.346 2.52094
4660 9.32 504.221 -95.2612 408.959 2.5211
4670 9.34 504.189 -98.8324 405.356 2.52094
4680 9.36 504.202 -98.1297 406.072 2.52101
4690 9.38 504.216 -103.65 400.565 2.52108
4700 9.4 504.178 -120.459 383.719 2.52089
4710 9.42 504.189 -122.753 381.435 2.52094
4720 9.44 504.192 -115.263 388.929 2.52096
4730 9.46 504.221 -105.627 398.594 2.5211
4740 9.48 504.185 -111.177 393.009 2.52093
4750 9.5 504.213 -111.995 392.218 2.52106
4760 9.52 504.176 -116.966 387.21 2.52088
4770 9.54 504.207 -111.722 392.485 2.52103
4780 9.56 504.195 -109.631 394.565 2.52098
4790 9.58 504.197 -111.846 392.351 2.52098
4800 9.6 504.175 -108.672 395.503 2.52087
4810 9.62 504.231 -94.2198 410.011 2.52115
4820 9.64 504.195 -96.1705 408.025 2.52098
4830 9.66 504.195 -105.206 398.989 2.52098
4840 9.68 504.181 -114.486 389.695 2.5209
4850 9.7 504.197 -108.392 395.804 2.52098
4860 9.72 504.2 -104.543 399.658 2.521
4870 9.74 504.192 -100.987 403.206 2.52096
4880 9.76 504.229 -100.213 404.016 2.52114
4890 9.78 504.18 -118.877 385.303 2.5209
4900 9.8 504.186 -126.915 377.271 2.52093
4910 9.82 504.191 -121.808 382.382 2.52095
4920 9.84 504.206 -113.647 390.559 2.52103
4930 9.86 504.197 -111.558 392.639 2.52099
4940 9.88 504.201 -109.094 395.108 2.52101
4950 9.9 504.203 -110.275 393.928 2.52102
4960 9.92 504.194 -114.123 390.072 2.52097
4970 9.94 504.189 -116.297 387.892 2.52094
4980 9.96 504.192 -111.638 392.554 2.52096
4990 9.98 504.2 -109.85 394.35 2.521
5000 10 504.157 -107.015 397.142 2.52079
5010 10.02 504.294 -81.214 423.08 2.52147
5020 10.04 504.185 -92.9608 411.224 2.52092
5030 10.06 504.185 -110.071 394.115 2.52093
5040 10.08 504.175 -120.81 383.365 2.52087
5050 10.1 504.203 -113.142 391.061 2.52101
5060 10.12 504.213 -111.266 392.947 2.52106
5070 10.14 504.171 -118.058 386.113 2.52086
5080 10.16 504.196 -105.008 399.188 2.52098
5090 10.18 504.229 -100.02 404.209 2.52114
5100 10.2 504.179 -110.276 393.903 2.52089
5110 10.22 504.191 -107.037 397.153 2.52095
5120 10.24 504.219 -107.963 396.256 2.5211
5130 10.26 504.187 -120.658 383.528 2.52093
5140 10.28 504.185 -124.344 379.841 2.52092
5150 10.3 504.182 -115.786 388.396 2.52091
5160 10.32 504.221 -99.8923 404.328 2.5211
5170 10.34 504.189 -99.3024 404.887 2.52094
5180 10.36 504.202 -97.4441 406.758 2.52101
5190 10.38 504.213 -103.683 400.53 2.52106
5200 10.4 504.182 -119.974 384.208 2.52091
5210 10.42 504.188 -123.834 380.354 2.52094
5220 10.44 504.193 -119.834 384.358 2.52096
5230 10.46 504.215 -114.366 389.849 2.52107
5240 10.48 504.188 -115.931 388.257 2.52094
5250 10.5 504.218 -116.169 388.049 2.52109
5260 10.52 504.187 -128.228 375.959 2.52094
5270 10.54 504.189 -133.02 371.168 2.52094
5280 10.56 504.192 -128.855 375.337 2.52096
5290 10.58 504.18 -117.216 386.964 2.5209
5300 10.6 504.254 -97.4668 406.787 2.52127
5310 10.62 504.176 -113.854 390.322 2.52088
5320 10.64 504.184 -127.343 376.841 2.52092
5330 10.66 504.156 -122.696 381.46 2.52078
5340 10.68 504.255 -92.9941 411.26 2.52127
5350 10.7 504.179 -105.435 398.744 2.52089
5360 10.72 504.179 -118.67 385.509 2.5209
5370 10.74 504.183 -112.435 391.748 2.52092
5380 10.76 504.253 -102.228 402.025 2.52127
5390 10.78 504.173 -121.938 382.234 2.52086
5400 10.8 504.193 -132.152 372.041 2.52097
5410 10.82 504.189 -134.508 369.681 2.52094
5420 10.84 504.18 -126.692 377.488 2.5209
5430 10.86 504.236 -107.626 396.609 2.52118
5440 10.88 504.186 -115.149 389.037 2.52093
5450 10.9 504.182 -123.036 381.146 2.52091
5460 10.92 504.198 -116.382 387.816 2.52099
5470 10.94 504.207 -113.408 390.798 2.52103
5480 10.96 504.185 -119.739 384.445 2.52092
5490 10.98 504.194 -118.229 385.965 2.52097
5500 11 504.196 -108.241 395.955 2.52098
5510 11.02 504.202 -105.356 398.846 2.52101
5520 11.04 504.178 -109.55 394.629 2.52089
5530 11.06 504.243 -103.016 401.227 2.52121
5540 11.08 504.151 -118.087 386.064 2.52075
5550 11.1 504.241 -107.667 396.574 2.5212
5560 11.12 504.205 -108.003 396.202 2.52103
5570 11.14 504.183 -118.384 385.798 2.52091
5580 11.16 504.19 -122.264 381.926 2.52095
5590 11.18 504.192 -116.487 387.705 2.52096
5600 11.2 504.196 -115.694 388.502 2.52098
