t,I,st,difference,relative_difference,center,max_u
407.375,4.07375000000277,4.07375,2.76578759894619e-12,6.78929143650491e-13,0.00800647837023152,0.00800647837023152
407.5,4.07500000000279,4.075,2.79243295153719e-12,6.85259620009127e-13,0.00800673373751152,0.00800673373751152
407.625,4.07625000000281,4.07625,2.8084201630918e-12,6.88971521151008e-13,0.00800698904163263,0.00800698904163263
407.75,4.07750000000282,4.0775,2.8155255904494e-12,6.90502903850251e-13,0.00800724428264502,0.00800724428264502
407.875,4.07875000000283,4.07875,2.8341773372631e-12,6.94864195467508e-13,0.00800749946059877,0.00800749946059877
408,4.08000000000285,4.08,2.8519409056571e-12,6.99005123935564e-13,0.00800775457554394,0.00800775457554394
408.125,4.08125000000284,4.08125,2.8430591214601e-12,6.96614792394512e-13,0.00800800962753055,0.00800800962753055
408.25,4.08250000000284,4.0825,2.8350655156828e-12,6.94443482102339e-13,0.00800826461660855,0.00800826461660855
408.375,4.08375000000286,4.08375,2.8643754035329e-12,7.01408118404139e-13,0.00800851954282786,0.00800851954282786
408.5,4.08500000000287,4.085,2.87325718772991e-12,7.0336773261442e-13,0.00800877440623834,0.00800877440623834
408.625,4.08625000000288,4.08625,2.87592172298901e-12,7.03804643129766e-13,0.00800902920688983,0.00800902920688983
408.75,4.0875000000029,4.0875,2.90345525399971e-12,7.10325444403599e-13,0.00800928394483209,0.00800928394483209
408.875,4.08875000000289,4.08875,2.89013257770421e-12,7.06849912003475e-13,0.00800953862011485,0.00800953862011485
409,4.09000000000291,4.09,2.91233703819671e-12,7.12062845524868e-13,0.0080097932327878,0.0080097932327878
409.125,4.09125000000296,4.09125,2.95585778076202e-12,7.22482806174645e-13,0.00801004778290057,0.00801004778290057
409.25,4.09250000000293,4.0925,2.92654789291191e-12,7.15100279269863e-13,0.00801030227050275,0.00801030227050275
409.375,4.09375000000297,4.09375,2.96829227863782e-12,7.25079029896261e-13,0.00801055669564388,0.00801055669564388
409.5,4.09500000000296,4.095,2.95585778076202e-12,7.21821191883276e-13,0.00801081105837346,0.00801081105837346
409.625,4.09625000000296,4.09625,2.95763413760142e-12,7.22034577382097e-13,0.00801106535874093,0.00801106535874093
409.75,4.09750000000298,4.0975,2.97983859809392e-12,7.27233336935673e-13,0.00801131959679572,0.00801131959679572
409.875,4.098750000003,4.09875,3.00381941542582e-12,7.32862315443934e-13,0.00801157377258716,0.00801157377258716
410,4.10000000000298,4.1,2.98427949019242e-12,7.27873046388395e-13,0.00801182788616458,0.00801182788616458
410.125,4.10125000000297,4.10125,2.97095681389692e-12,7.24402758646003e-13,0.00801208193757724,0.00801208193757724
410.25,4.10250000000304,4.1025,3.04201108747293e-12,7.41501788536972e-13,0.00801233592687436,0.00801233592687436
410.375,4.10375000000304,4.10375,3.04289926589263e-12,7.41492358426471e-13,0.00801258985410511,0.00801258985410511
410.5,4.10500000000299,4.105,2.98605584703182e-12,7.27419207559518e-13,0.00801284371931863,0.00801284371931863
410.625,4.10625000000309,4.10625,3.09352543581554e-12,7.5336996914838e-13,0.00801309752256399,0.00801309752256399
410.75,4.10750000000306,4.1075,3.05799829902753e-12,7.44491369209381e-13,0.00801335126389024,0.00801335126389024
410.875,4.10875000000304,4.10875,3.03579383853503e-12,7.38860684766663e-13,0.00801360494334636,0.00801360494334636
411,4.11000000000311,4.11,3.11128900420954e-12,7.57004623895265e-13,0.00801385856098129,0.00801385856098129
411.125,4.1112500000031,4.11125,3.09885450633374e-12,7.53749955934019e-13,0.00801411211684395,0.00801411211684395
411.25,4.11250000000313,4.1125,3.13438164312174e-12,7.62159670059998e-13,0.00801436561098318,0.00801436561098318
411.375,4.11375000000314,4.11375,3.13615799996114e-12,7.62359890601311e-13,0.00801461904344779,0.00801461904344779
411.5,4.11500000000316,4.115,3.15836246045365e-12,7.67524291726281e-13,0.00801487241428655,0.00801487241428655
411.625,4.11625000000317,4.11625,3.16724424465065e-12,7.6944895102354e-13,0.00801512572354817,0.00801512572354817
411.75,4.11750000000314,4.1175,3.14059889205964e-12,7.62744114647151e-13,0.00801537897128133,0.00801537897128133
411.875,4.11875000000316,4.11875,3.16280335255215e-12,7.67903697129504e-13,0.00801563215753465,0.00801563215753465
412,4.12000000000315,4.12,3.15036885467634e-12,7.64652634630181e-13,0.00801588528235671,0.00801588528235671
412.125,4.12125000000315,4.12125,3.15214521151574e-12,7.648517346717e-13,0.00801613834579606,0.00801613834579606
412.25,4.12250000000319,4.1225,3.19300141882195e-12,7.74530362358266e-13,0.00801639134790118,0.00801639134790118
412.375,4.1237500000032,4.12375,3.20010684617955e-12,7.76018635023838e-13,0.00801664428872053,0.00801664428872053
412.5,4.12500000000322,4.125,3.21520587931445e-12,7.79443849530777e-13,0.00801689716830249,0.00801689716830249
412.625,4.12625000000321,4.12625,3.21520587931445e-12,7.7920772597745e-13,0.00801714998669543,0.00801714998669543
412.75,4.1275000000032,4.1275,3.20099502459925e-12,7.75528776401999e-13,0.00801740274394767,0.00801740274394767
412.875,4.12875000000322,4.12875,3.22142312825235e-12,7.80241750712045e-13,0.00801765544010746,0.00801765544010746
413,4.13000000000327,4.13,3.27382565501466e-12,7.92693863199676e-13,0.00801790807522303,0.00801790807522303
413.125,4.13125000000322,4.13125,3.22497584193115e-12,7.8062955326624e-13,0.00801816064934256,0.00801816064934256
413.25,4.13250000000327,4.1325,3.27204929817526e-12,7.91784464168242e-13,0.00801841316251417,0.00801841316251417
413.375,4.13375000000329,4.13375,3.28981286656926e-12,7.95842241685942e-13,0.00801866561478596,0.00801866561478596
413.5,4.1350000000033,4.135,3.30135918602537e-12,7.98393999038782e-13,0.00801891800620597,0.00801891800620597
413.625,4.13625000000332,4.13625,3.32001093283907e-12,8.02662056896722e-13,0.0080191703368222,0.0080191703368222
413.75,4.13750000000329,4.1375,3.29425375866776e-12,7.96194261913659e-13,0.0080194226066826,0.0080194226066826
413.875,4.13875000000331,4.13875,3.31468186232087e-12,8.00889607326093e-13,0.00801967481583508,0.00801967481583508
414,4.14000000000333,4.14,3.32800453861637e-12,8.03865830583664e-13,0.00801992696432751,0.00801992696432751
414.125,4.14125000000335,4.14125,3.34487992859067e-12,8.07698141525064e-13,0.0080201790522077,0.0080201790522077
414.25,4.14250000000333,4.1425,3.32800453861637e-12,8.0338069731234e-13,0.00802043107952343,0.00802043107952343
414.375,4.14375000000336,4.14375,3.36441985382407e-12,8.11926359897213e-13,0.00802068304632244,0.00802068304632244
414.5,4.14500000000335,4.145,3.35020899910887e-12,8.08253075780186e-13,0.00802093495265241,0.00802093495265241
414.625,4.14625000000342,4.14625,3.41504602374698e-12,8.23646915585645e-13,0.00802118679856099,0.00802118679856099
414.75,4.14750000000339,4.1475,3.39284156325448e-12,8.18044982098729e-13,0.00802143858409577,0.00802143858409577
414.875,4.14875000000342,4.14875,3.42037509426518e-12,8.24435093525805e-13,0.00802169030930431,0.00802169030930431
415,4.15000000000342,4.15,3.42392780794398e-12,8.25042845287707e-13,0.00802194197423412,0.00802194197423412
415.125,4.15125000000345,4.15125,3.44879680369559e-12,8.3078513789716e-13,0.00802219357893267,0.00802219357893267
415.25,4.15250000000343,4.1525,3.42925687846218e-12,8.25829471032434e-13,0.00802244512344737,0.00802244512344737
415.375,4.15375000000346,4.15375,3.45945494473199e-12,8.32851024912907e-13,0.00802269660782562,0.00802269660782562
415.5,4.15500000000347,4.155,3.46833672892899e-12,8.34738081571357e-13,0.00802294803211474,0.00802294803211474
415.625,4.15625000000345,4.15625,3.45146133895469e-12,8.30426788319925e-13,0.00802319939636203,0.00802319939636203
415.75,4.15750000000349,4.1575,3.49142936784119e-12,8.3979058757455e-13,0.00802345070061474,0.00802345070061474
415.875,4.15875000000353,4.15875,3.5278446830489e-12,8.48294483450291e-13,0.00802370194492006,0.00802370194492006
416,4.16000000000349,4.16,3.48876483258209e-12,8.38645392447618e-13,0.00802395312932516,0.00802395312932516
416.125,4.16125000000355,4.16125,3.548272786702e-12,8.52693970970742e-13,0.00802420425387716,0.00802420425387716
416.25,4.16250000000353,4.1625,3.530509218308e-12,8.48170382776696e-13,0.00802445531862312,0.00802445531862312
416.375,4.16375000000356,4.16375,3.5553782140596e-12,8.53888493319628e-13,0.00802470632361008,0.00802470632361008
416.5,4.16500000000358,4.165,3.5784708529718e-12,8.59176675383386e-13,0.00802495726888502,0.00802495726888502
416.625,4.16625000000359,4.16625,3.59090535084761e-12,8.61903474550881e-13,0.0080252081544949,0.0080252081544949
416.75,4.16750000000359,4.1675,3.59356988610671e-12,8.62284315802449e-13,0.00802545898048659,0.00802545898048659
416.875,4.1687500000036,4.16875,3.59801077820521e-12,8.63091041248625e-13,0.00802570974690697,0.00802570974690697
417,4.17000000000356,4.17,3.5642599982566e-12,8.54738608694629e-13,0.00802596045380285,0.00802596045380285
417.125,4.17125000000363,4.17125,3.62554430921591e-12,8.69174542215382e-13,0.00802621110122098,0.00802621110122098
417.25,4.17250000000364,4.1725,3.64153152077051e-12,8.72745720975557e-13,0.00802646168920811,0.00802646168920811
417.375,4.17375000000363,4.17375,3.62554430921591e-12,8.68653922543495e-13,0.00802671221781091,0.00802671221781091
417.5,4.17500000000364,4.175,3.64419605602961e-12,8.72861330785536e-13,0.00802696268707602,0.00802696268707602
417.625,4.17625000000366,4.17625,3.66018326758422e-12,8.7642819936168e-13,0.00802721309705005,0.00802721309705005
417.75,4.17750000000371,4.1775,3.70725672382832e-12,8.87434284578892e-13,0.00802746344777954,0.00802746344777954
417.875,4.17875000000369,4.17875,3.68860497701462e-12,8.82705348971492e-13,0.008027713739311,0.008027713739311
418,4.18000000000368,4.18,3.68416408491612e-12,8.81378967683282e-13,0.0080279639716909,0.0080279639716909
418.125,4.18125000000371,4.18125,3.70636854540862e-12,8.86425960037937e-13,0.00802821414496567,0.00802821414496567
418.25,4.18250000000373,4.1825,3.73212571957993e-12,8.92319359134471e-13,0.00802846425918169,0.00802846425918169
418.375,4.18375000000375,4.18375,3.74900110955423e-12,8.96086312412125e-13,0.00802871431438531,0.00802871431438531
418.5,4.18500000000373,4.185,3.72857300590113e-12,8.90937396870042e-13,0.0080289643106228,0.0080289643106228
418.625,4.18625000000374,4.18625,3.73479025483903e-12,8.92156525491556e-13,0.00802921424794044,0.00802921424794044
418.75,4.1875000000038,4.1875,3.79696274421804e-12,9.06737371753561e-13,0.00802946412638444,0.00802946412638444
418.875,4.18875000000379,4.18875,3.79518638737864e-12,9.06042706625756e-13,0.00802971394600095,0.00802971394600095
419,4.19000000000377,4.19,3.77031739162703e-12,8.99837086307167e-13,0.00802996370683611,0.00802996370683611
419.125,4.19125000000382,4.19125,3.82094356154994e-12,9.11647733146421e-13,0.008030213408936,0.008030213408936
