t,x_num,v_num,Ekin,Epot,Etot,x_exact
44.2800000000,0.1073830794,-0.0262508344,0.0003445532,0.0057655629,0.0061101160,0.1073830794
44.2850000000,0.1072505165,-0.0267741632,0.0003584279,0.0057513366,0.0061097646,0.1072505165
44.2900000000,0.1071153393,-0.0272965612,0.0003725511,0.0057368480,0.0061093991,0.1071153393
44.2950000000,0.1069775524,-0.0278180159,0.0003869210,0.0057220984,0.0061090194,0.1069775524
44.3000000000,0.1068371607,-0.0283385146,0.0004015357,0.0057070895,0.0061086252,0.1068371607
44.3050000000,0.1066941689,-0.0288580448,0.0004163934,0.0056918228,0.0061082162,0.1066941689
44.3100000000,0.1065485819,-0.0293765940,0.0004314921,0.0056763002,0.0061077923,0.1065485819
44.3150000000,0.1064004046,-0.0298941498,0.0004468301,0.0056605231,0.0061073532,0.1064004046
44.3200000000,0.1062496421,-0.0304106998,0.0004624053,0.0056444932,0.0061068986,0.1062496421
44.3250000000,0.1060962993,-0.0309262314,0.0004782159,0.0056282124,0.0061064283,0.1060962993
44.3300000000,0.1059403815,-0.0314407324,0.0004942598,0.0056116822,0.0061059420,0.1059403815
44.3350000000,0.1057818937,-0.0319541904,0.0005105351,0.0055949045,0.0061054397,0.1057818937
44.3400000000,0.1056208413,-0.0324665931,0.0005270398,0.0055778811,0.0061049209,0.1056208413
44.3450000000,0.1054572296,-0.0329779281,0.0005437719,0.0055606136,0.0061043855,0.1054572296
44.3500000000,0.1052910639,-0.0334881834,0.0005607292,0.0055431041,0.0061038333,0.1052910638
44.3550000000,0.1051223496,-0.0339973465,0.0005779098,0.0055253542,0.0061032640,0.1051223496
44.3600000000,0.1049510922,-0.0345054055,0.0005953115,0.0055073659,0.0061026774,0.1049510922
44.3650000000,0.1047772974,-0.0350123480,0.0006129323,0.0054891410,0.0061020733,0.1047772974
44.3700000000,0.1046009706,-0.0355181621,0.0006307699,0.0054706815,0.0061014514,0.1046009706
44.3750000000,0.1044221177,-0.0360228355,0.0006488223,0.0054519893,0.0061008117,0.1044221177
44.3800000000,0.1042407442,-0.0365263564,0.0006670874,0.0054330664,0.0061001537,0.1042407442
44.3850000000,0.1040568560,-0.0370287126,0.0006855628,0.0054139146,0.0060994774,0.1040568560
44.3900000000,0.1038704590,-0.0375298923,0.0007042464,0.0053945361,0.0060987825,0.1038704590
44.3950000000,0.1036815591,-0.0380298833,0.0007231360,0.0053749328,0.0060980689,0.1036815591
44.4000000000,0.1034901622,-0.0385286740,0.0007422294,0.0053551068,0.0060973362,0.1034901622
44.4050000000,0.1032962744,-0.0390262523,0.0007615242,0.0053350602,0.0060965843,0.1032962744
44.4100000000,0.1030999017,-0.0395226066,0.0007810182,0.0053147949,0.0060958131,0.1030999017
44.4150000000,0.1029010504,-0.0400177248,0.0008007092,0.0052943131,0.0060950222,0.1029010504
44.4200000000,0.1026997266,-0.0405115954,0.0008205947,0.0052736169,0.0060942116,0.1026997265
44.4250000000,0.1024959365,-0.0410042066,0.0008406725,0.0052527085,0.0060933810,0.1024959365
44.4300000000,0.1022896866,-0.0414955467,0.0008609402,0.0052315900,0.0060925302,0.1022896866
44.4350000000,0.1020809832,-0.0419856040,0.0008813955,0.0052102636,0.0060916590,0.1020809832
44.4400000000,0.1018698327,-0.0424743671,0.0009020359,0.0051887314,0.0060907673,0.1018698327
44.4450000000,0.1016562417,-0.0429618242,0.0009228592,0.0051669957,0.0060898549,0.1016562417
44.4500000000,0.1014402167,-0.0434479638,0.0009438628,0.0051450588,0.0060889216,0.1014402167
44.4550000000,0.1012217643,-0.0439327745,0.0009650443,0.0051229228,0.0060879671,0.1012217643
44.4600000000,0.1010008912,-0.0444162449,0.0009864014,0.0051005900,0.0060869914,0.1010008911
44.4650000000,0.1007776041,-0.0448983634,0.0010079315,0.0050780627,0.0060859943,0.1007776041
44.4700000000,0.1005519098,-0.0453791188,0.0010296322,0.0050553433,0.0060849755,0.1005519098
44.4750000000,0.1003238152,-0.0458584996,0.0010515010,0.0050324339,0.0060839349,0.1003238152
44.4800000000,0.1000933271,-0.0463364947,0.0010735354,0.0050093371,0.0060828724,0.1000933271
44.4850000000,0.0998604526,-0.0468130926,0.0010957328,0.0049860550,0.0060817878,0.0998604525
44.4900000000,0.0996251985,-0.0472882824,0.0011180908,0.0049625901,0.0060806809,0.0996251985
44.4950000000,0.0993875721,-0.0477620526,0.0011406068,0.0049389447,0.0060795516,0.0993875721
44.5000000000,0.0991475804,-0.0482343923,0.0011632783,0.0049151213,0.0060783997,0.0991475804
44.5050000000,0.0989052306,-0.0487052903,0.0011861027,0.0048911223,0.0060772250,0.0989052306
44.5100000000,0.0986605299,-0.0491747357,0.0012090773,0.0048669501,0.0060760274,0.0986605299
44.5150000000,0.0984134857,-0.0496427173,0.0012321997,0.0048426071,0.0060748068,0.0984134857
44.5200000000,0.0981641052,-0.0501092242,0.0012554672,0.0048180958,0.0060735629,0.0981641052
44.5250000000,0.0979123959,-0.0505742454,0.0012788772,0.0047934186,0.0060722958,0.0979123959
44.5300000000,0.0976583652,-0.0510377702,0.0013024270,0.0047685782,0.0060710051,0.0976583652
44.5350000000,0.0974020207,-0.0514997877,0.0013261141,0.0047435768,0.0060696909,0.0974020207
44.5400000000,0.0971433699,-0.0519602871,0.0013499357,0.0047184172,0.0060683529,0.0971433699
44.5450000000,0.0968824204,-0.0524192576,0.0013738893,0.0046931017,0.0060669910,0.0968824204
44.5500000000,0.0966191799,-0.0528766885,0.0013979721,0.0046676330,0.0060656051,0.0966191799
44.5550000000,0.0963536561,-0.0533325691,0.0014221815,0.0046420135,0.0060641950,0.0963536561
44.5600000000,0.0960858568,-0.0537868889,0.0014465147,0.0046162459,0.0060627606,0.0960858568
44.5650000000,0.0958157898,-0.0542396373,0.0014709691,0.0045903328,0.0060613019,0.0958157898
44.5700000000,0.0955434631,-0.0546908037,0.0014955420,0.0045642767,0.0060598187,0.0955434630
44.5750000000,0.0952688844,-0.0551403776,0.0015202306,0.0045380802,0.0060583108,0.0952688844
44.5800000000,0.0949920620,-0.0555883487,0.0015450323,0.0045117459,0.0060567782,0.0949920619
44.5850000000,0.0947130036,-0.0560347064,0.0015699442,0.0044852765,0.0060552207,0.0947130036
44.5900000000,0.0944317176,-0.0564794406,0.0015949636,0.0044586746,0.0060536382,0.0944317176
44.5950000000,0.0941482120,-0.0569225407,0.0016200878,0.0044319429,0.0060520307,0.0941482119
44.6000000000,0.0938624949,-0.0573639967,0.0016453141,0.0044050840,0.0060503980,0.0938624949
44.6050000000,0.0935745747,-0.0578037983,0.0016706395,0.0043781005,0.0060487401,0.0935745747
44.6100000000,0.0932844597,-0.0582419353,0.0016960615,0.0043509952,0.0060470567,0.0932844597
44.6150000000,0.0929921582,-0.0586783976,0.0017215772,0.0043237707,0.0060453479,0.0929921582
44.6200000000,0.0926976785,-0.0591131751,0.0017471837,0.0042964298,0.0060436135,0.0926976785
44.6250000000,0.0924010293,-0.0595462579,0.0017728784,0.0042689751,0.0060418535,0.0924010292
44.6300000000,0.0921022188,-0.0599776358,0.0017986584,0.0042414094,0.0060400678,0.0921022188
44.6350000000,0.0918012558,-0.0604072991,0.0018245209,0.0042137353,0.0060382562,0.0918012557
44.6400000000,0.0914981487,-0.0608352378,0.0018504631,0.0041859556,0.0060364187,0.0914981487
44.6450000000,0.0911929063,-0.0612614421,0.0018764821,0.0041580731,0.0060345552,0.0911929063
44.6500000000,0.0908855372,-0.0616859022,0.0019025753,0.0041300904,0.0060326657,0.0908855372
44.6550000000,0.0905760502,-0.0621086083,0.0019287396,0.0041020104,0.0060307500,0.0905760502
44.6600000000,0.0902644540,-0.0625295509,0.0019549724,0.0040738358,0.0060288082,0.0902644540
44.6650000000,0.0899507576,-0.0629487201,0.0019812707,0.0040455694,0.0060268401,0.0899507576
44.6700000000,0.0896349698,-0.0633661065,0.0020076317,0.0040172139,0.0060248456,0.0896349698
44.6750000000,0.0893170995,-0.0637817005,0.0020340527,0.0039887721,0.0060228248,0.0893170995
44.6800000000,0.0889971558,-0.0641954927,0.0020605306,0.0039602469,0.0060207775,0.0889971558
44.6850000000,0.0886751476,-0.0646074735,0.0020870628,0.0039316409,0.0060187037,0.0886751476
44.6900000000,0.0883510841,-0.0650176335,0.0021136463,0.0039029570,0.0060166034,0.0883510841
44.6950000000,0.0880249743,-0.0654259636,0.0021402784,0.0038741981,0.0060144764,0.0880249743
44.7000000000,0.0876968275,-0.0658324542,0.0021669560,0.0038453668,0.0060123228,0.0876968275
44.7050000000,0.0873666529,-0.0662370963,0.0021936765,0.0038164660,0.0060101425,0.0873666529
44.7100000000,0.0870344597,-0.0666398806,0.0022204368,0.0037874986,0.0060079354,0.0870344596
44.7150000000,0.0867002572,-0.0670407980,0.0022472343,0.0037584673,0.0060057016,0.0867002572
44.7200000000,0.0863640548,-0.0674398394,0.0022740660,0.0037293750,0.0060034409,0.0863640548
44.7250000000,0.0860258619,-0.0678369957,0.0023009290,0.0037002245,0.0060011535,0.0860258619
44.7300000000,0.0856856880,-0.0682322580,0.0023278205,0.0036710186,0.0059988391,0.0856856880
44.7350000000,0.0853435425,-0.0686256174,0.0023547377,0.0036417601,0.0059964978,0.0853435425
44.7400000000,0.0849994350,-0.0690170649,0.0023816776,0.0036124520,0.0059941296,0.0849994350
44.7450000000,0.0846533751,-0.0694065917,0.0024086375,0.0035830970,0.0059917344,0.0846533751
44.7500000000,0.0843053723,-0.0697941891,0.0024356144,0.0035536979,0.0059893123,0.0843053723
44.7550000000,0.0839554364,-0.0701798483,0.0024626056,0.0035242577,0.0059868632,0.0839554364
44.7600000000,0.0836035771,-0.0705635607,0.0024896081,0.0034947791,0.0059843871,0.0836035771
44.7650000000,0.0832498041,-0.0709453177,0.0025166191,0.0034652649,0.0059818840,0.0832498041
44.7700000000,0.0828941272,-0.0713251106,0.0025436357,0.0034357182,0.0059793539,0.0828941272
44.7750000000,0.0825365563,-0.0717029310,0.0025706552,0.0034061416,0.0059767967,0.0825365562
44.7800000000,0.0821771012,-0.0720787704,0.0025976746,0.0033765380,0.0059742126,0.0821771012
44.7850000000,0.0818157719,-0.0724526205,0.0026246911,0.0033469103,0.0059716014,0.0818157718
44.7900000000,0.0814525783,-0.0728244728,0.0026517019,0.0033172613,0.0059689632,0.0814525783
44.7950000000,0.0810875305,-0.0731943190,0.0026787042,0.0032875938,0.0059662980,0.0810875305
44.8000000000,0.0807206385,-0.0735621510,0.0027056950,0.0032579107,0.0059636058,0.0807206384
44.8050000000,0.0803519123,-0.0739279605,0.0027326717,0.0032282149,0.0059608866,0.0803519123
44.8100000000,0.0799813622,-0.0742917395,0.0027596313,0.0031985092,0.0059581404,0.0799813622
44.8150000000,0.0796089983,-0.0746534797,0.0027865710,0.0031687963,0.0059553673,0.0796089983
44.8200000000,0.0792348309,-0.0750131733,0.0028134881,0.0031390792,0.0059525673,0.0792348308
44.8250000000,0.0788588700,-0.0753708122,0.0028403797,0.0031093607,0.0059497404,0.0788588700
44.8300000000,0.0784811262,-0.0757263886,0.0028672430,0.0030796436,0.0059468865,0.0784811262
44.8350000000,0.0781016096,-0.0760798945,0.0028940752,0.0030499307,0.0059440059,0.0781016096
44.8400000000,0.0777203307,-0.0764313222,0.0029208735,0.0030202249,0.0059410984,0.0777203307
44.8450000000,0.0773372999,-0.0767806639,0.0029476352,0.0029905290,0.0059381641,0.0773372998
44.8500000000,0.0769525275,-0.0771279120,0.0029743574,0.0029608457,0.0059352031,0.0769525275
44.8550000000,0.0765660242,-0.0774730587,0.0030010374,0.0029311780,0.0059322154,0.0765660242
44.8600000000,0.0761778005,-0.0778160966,0.0030276724,0.0029015286,0.0059292011,0.0761778004
44.8650000000,0.0757878668,-0.0781570181,0.0030542597,0.0028719004,0.0059261601,0.0757878668
44.8700000000,0.0753962338,-0.0784958158,0.0030807965,0.0028422960,0.0059230926,0.0753962338
44.8750000000,0.0750029122,-0.0788324822,0.0031072801,0.0028127184,0.0059199985,0.0750029122
44.8800000000,0.0746079126,-0.0791670100,0.0031337077,0.0027831703,0.0059168780,0.0746079125
44.8850000000,0.0742112457,-0.0794993919,0.0031600767,0.0027536545,0.0059137311,0.0742112456
44.8900000000,0.0738129222,-0.0798296207,0.0031863842,0.0027241737,0.0059105579,0.0738129222
44.8950000000,0.0734129531,-0.0801576891,0.0032126276,0.0026947308,0.0059073584,0.0734129530
44.9000000000,0.0730113490,-0.0804835901,0.0032388041,0.0026653285,0.0059041327,0.0730113489
44.9050000000,0.0726081208,-0.0808073167,0.0032649112,0.0026359696,0.0059008808,0.0726081208
44.9100000000,0.0722032794,-0.0811288617,0.0032909461,0.0026066568,0.0058976029,0.0722032794
44.9150000000,0.0717968358,-0.0814482183,0.0033169061,0.0025773928,0.0058942989,0.0717968358
44.9200000000,0.0713888009,-0.0817653796,0.0033427886,0.0025481804,0.0058909691,0.0713888009
44.9250000000,0.0709791857,-0.0820803387,0.0033685910,0.0025190224,0.0058876134,0.0709791857
44.9300000000,0.0705680012,-0.0823930888,0.0033943105,0.0024899214,0.0058842319,0.0705680012
44.9350000000,0.0701552585,-0.0827036234,0.0034199447,0.0024608801,0.0058808248,0.0701552585
44.9400000000,0.0697409687,-0.0830119356,0.0034454907,0.0024319014,0.0058773921,0.0697409686
44.9450000000,0.0693251429,-0.0833180189,0.0034709461,0.0024029877,0.0058739339,0.0693251428
44.9500000000,0.0689077922,-0.0836218668,0.0034963083,0.0023741419,0.0058704502,0.0689077922
44.9550000000,0.0684889279,-0.0839234728,0.0035215746,0.0023453666,0.0058669413,0.0684889279
44.9600000000,0.0680685612,-0.0842228305,0.0035467426,0.0023166645,0.0058634071,0.0680685612
44.9650000000,0.0676467034,-0.0845199335,0.0035718096,0.0022880382,0.0058598478,0.0676467034
44.9700000000,0.0672233657,-0.0848147755,0.0035967731,0.0022594904,0.0058562635,0.0672233656
44.9750000000,0.0667985594,-0.0851073503,0.0036216305,0.0022310238,0.0058526543,0.0667985594
44.9800000000,0.0663722959,-0.0853976517,0.0036463795,0.0022026408,0.0058490203,0.0663722959
44.9850000000,0.0659445867,-0.0856856736,0.0036710173,0.0021743443,0.0058453616,0.0659445867
44.9900000000,0.0655154430,-0.0859714099,0.0036955417,0.0021461366,0.0058416783,0.0655154430
44.9950000000,0.0650848764,-0.0862548546,0.0037199500,0.0021180206,0.0058379705,0.0650848764
45.0000000000,0.0646528983,-0.0865360018,0.0037442398,0.0020899986,0.0058342384,0.0646528983
45.0050000000,0.0642195202,-0.0868148457,0.0037684087,0.0020620734,0.0058304821,0.0642195202
45.0100000000,0.0637847537,-0.0870913803,0.0037924543,0.0020342474,0.0058267017,0.0637847537
45.0150000000,0.0633486103,-0.0873655999,0.0038163740,0.0020065232,0.0058228972,0.0633486103
45.0200000000,0.0629111016,-0.0876374989,0.0038401656,0.0019789034,0.0058190690,0.0629111015
45.0250000000,0.0624722392,-0.0879070715,0.0038638266,0.0019513903,0.0058152169,0.0624722391
45.0300000000,0.0620320347,-0.0881743123,0.0038873547,0.0019239867,0.0058113413,0.0620320347
45.0350000000,0.0615904999,-0.0884392158,0.0039107474,0.0018966948,0.0058074423,0.0615904999
45.0400000000,0.0611476465,-0.0887017763,0.0039340026,0.0018695173,0.0058035199,0.0611476465
45.0450000000,0.0607034861,-0.0889619887,0.0039571177,0.0018424566,0.0057995743,0.0607034861
45.0500000000,0.0602580305,-0.0892198474,0.0039800906,0.0018155151,0.0057956057,0.0602580305
45.0550000000,0.0598112915,-0.0894753474,0.0040029189,0.0017886953,0.0057916142,0.0598112915
45.0600000000,0.0593632810,-0.0897284833,0.0040256004,0.0017619996,0.0057875999,0.0593632810
45.0650000000,0.0589140107,-0.0899792500,0.0040481327,0.0017354303,0.0057835630,0.0589140106
45.0700000000,0.0584634924,-0.0902276424,0.0040705137,0.0017089900,0.0057795037,0.0584634924
45.0750000000,0.0580117382,-0.0904736556,0.0040927412,0.0016826809,0.0057754221,0.0580117382
45.0800000000,0.0575587599,-0.0907172845,0.0041148129,0.0016565054,0.0057713183,0.0575587598
45.0850000000,0.0571045693,-0.0909585243,0.0041367266,0.0016304659,0.0057671925,0.0571045693
45.0900000000,0.0566491786,-0.0911973701,0.0041584802,0.0016045647,0.0057630449,0.0566491786
45.0950000000,0.0561925996,-0.0914338171,0.0041800715,0.0015788041,0.0057588756,0.0561925996
45.1000000000,0.0557348444,-0.0916678607,0.0042014983,0.0015531864,0.0057546848,0.0557348444
45.1050000000,0.0552759250,-0.0918994962,0.0042227587,0.0015277139,0.0057504726,0.0552759250
45.1100000000,0.0548158535,-0.0921287190,0.0042438504,0.0015023889,0.0057462393,0.0548158535
45.1150000000,0.0543546419,-0.0923555245,0.0042647715,0.0014772135,0.0057419850,0.0543546419
45.1200000000,0.0538923023,-0.0925799084,0.0042855197,0.0014521901,0.0057377098,0.0538923023
45.1250000000,0.0534288468,-0.0928018662,0.0043060932,0.0014273208,0.0057334140,0.0534288468
45.1300000000,0.0529642877,-0.0930213935,0.0043264898,0.0014026079,0.0057290977,0.0529642877
45.1350000000,0.0524986370,-0.0932384862,0.0043467077,0.0013780534,0.0057247611,0.0524986369
45.1400000000,0.0520319069,-0.0934531400,0.0043667447,0.0013536597,0.0057204044,0.0520319069
45.1450000000,0.0515641096,-0.0936653508,0.0043865990,0.0013294287,0.0057160277,0.0515641096
45.1500000000,0.0510952575,-0.0938751144,0.0044062686,0.0013053627,0.0057116312,0.0510952574
45.1550000000,0.0506253626,-0.0940824269,0.0044257515,0.0012814637,0.0057072152,0.0506253626
45.1600000000,0.0501544373,-0.0942872843,0.0044450460,0.0012577338,0.0057027798,0.0501544373
45.1650000000,0.0496824938,-0.0944896827,0.0044641501,0.0012341751,0.0056983252,0.0496824938
45.1700000000,0.0492095446,-0.0946896183,0.0044830619,0.0012107896,0.0056938515,0.0492095445
45.1750000000,0.0487356018,-0.0948870873,0.0045017797,0.0011875794,0.0056893591,0.0487356017
45.1800000000,0.0482606778,-0.0950820860,0.0045203015,0.0011645465,0.0056848481,0.0482606778
45.1850000000,0.0477847850,-0.0952746108,0.0045386257,0.0011416928,0.0056803186,0.0477847850
45.1900000000,0.0473079358,-0.0954646581,0.0045567505,0.0011190204,0.0056757709,0.0473079358
45.1950000000,0.0468301426,-0.0956522243,0.0045746740,0.0010965311,0.0056712051,0.0468301426
45.2000000000,0.0463514177,-0.0958373061,0.0045923946,0.0010742270,0.0056666216,0.0463514177
45.2050000000,0.0458717737,-0.0960199001,0.0046099106,0.0010521098,0.0056620204,0.0458717736
45.2100000000,0.0453912229,-0.0962000029,0.0046272203,0.0010301816,0.0056574018,0.0453912228
45.2150000000,0.0449097778,-0.0963776112,0.0046443220,0.0010084441,0.0056527660,0.0449097778
45.2200000000,0.0444274509,-0.0965527220,0.0046612141,0.0009868992,0.0056481133,0.0444274509
45.2250000000,0.0439442547,-0.0967253320,0.0046778949,0.0009655488,0.0056434437,0.0439442547
45.2300000000,0.0434602018,-0.0968954382,0.0046943630,0.0009443946,0.0056387575,0.0434602017
45.2350000000,0.0429753045,-0.0970630376,0.0047106166,0.0009234384,0.0056340550,0.0429753045
45.2400000000,0.0424895756,-0.0972281272,0.0047266544,0.0009026820,0.0056293364,0.0424895756
45.2450000000,0.0420030275,-0.0973907043,0.0047424746,0.0008821272,0.0056246018,0.0420030274
45.2500000000,0.0415156727,-0.0975507659,0.0047580760,0.0008617755,0.0056198515,0.0415156727
45.2550000000,0.0410275240,-0.0977083093,0.0047734569,0.0008416289,0.0056150857,0.0410275240
45.2600000000,0.0405385938,-0.0978633319,0.0047886159,0.0008216888,0.0056103047,0.0405385938
45.2650000000,0.0400488949,-0.0980158311,0.0048035516,0.0008019570,0.0056055086,0.0400488949
45.2700000000,0.0395584397,-0.0981658042,0.0048182626,0.0007824351,0.0056006976,0.0395584397
45.2750000000,0.0390672410,-0.0983132488,0.0048327474,0.0007631247,0.0055958721,0.0390672410
45.2800000000,0.0385753115,-0.0984581626,0.0048470049,0.0007440273,0.0055910322,0.0385753114
45.2850000000,0.0380826636,-0.0986005430,0.0048610335,0.0007251446,0.0055861782,0.0380826636
45.2900000000,0.0375893103,-0.0987403879,0.0048748321,0.0007064781,0.0055813102,0.0375893102
45.2950000000,0.0370952640,-0.0988776950,0.0048883993,0.0006880293,0.0055764286,0.0370952640
45.3000000000,0.0366005375,-0.0990124621,0.0049017338,0.0006697997,0.0055715335,0.0366005375
45.3050000000,0.0361051436,-0.0991446872,0.0049148345,0.0006517907,0.0055666252,0.0361051436
45.3100000000,0.0356090949,-0.0992743682,0.0049277001,0.0006340038,0.0055617039,0.0356090949
45.3150000000,0.0351124042,-0.0994015032,0.0049403294,0.0006164405,0.0055567699,0.0351124041
45.3200000000,0.0346150841,-0.0995260901,0.0049527213,0.0005991020,0.0055518233,0.0346150841
45.3250000000,0.0341171475,-0.0996481273,0.0049648746,0.0005819899,0.0055468645,0.0341171475
45.3300000000,0.0336186071,-0.0997676129,0.0049767883,0.0005651054,0.0055418937,0.0336186071
45.3350000000,0.0331194756,-0.0998845452,0.0049884612,0.0005484498,0.0055369110,0.0331194756
45.3400000000,0.0326197659,-0.0999989226,0.0049998923,0.0005320246,0.0055319168,0.0326197659
45.3450000000,0.0321194907,-0.1001107434,0.0050110805,0.0005158308,0.0055269113,0.0321194907
45.3500000000,0.0316186627,-0.1002200062,0.0050220248,0.0004998699,0.0055218947,0.0316186627
45.3550000000,0.0311172949,-0.1003267096,0.0050327243,0.0004841430,0.0055168673,0.0311172949
45.3600000000,0.0306153999,-0.1004308520,0.0050431780,0.0004686514,0.0055118294,0.0306153999
45.3650000000,0.0301129906,-0.1005324323,0.0050533850,0.0004533961,0.0055067811,0.0301129906
45.3700000000,0.0296100799,-0.1006314491,0.0050633443,0.0004383784,0.0055017227,0.0296100798
45.3750000000,0.0291066804,-0.1007279013,0.0050730550,0.0004235994,0.0054966545,0.0291066804
45.3800000000,0.0286028051,-0.1008217876,0.0050825164,0.0004090602,0.0054915767,0.0286028051
45.3850000000,0.0280984668,-0.1009131072,0.0050917276,0.0003947619,0.0054864895,0.0280984668
45.3900000000,0.0275936783,-0.1010018589,0.0051006877,0.0003807055,0.0054813933,0.0275936783
45.3950000000,0.0270884525,-0.1010880418,0.0051093961,0.0003668921,0.0054762882,0.0270884525
45.4000000000,0.0265828022,-0.1011716551,0.0051178519,0.0003533227,0.0054711746,0.0265828022
45.4050000000,0.0260767402,-0.1012526979,0.0051260544,0.0003399982,0.0054660526,0.0260767402
45.4100000000,0.0255702795,-0.1013311695,0.0051340030,0.0003269196,0.0054609226,0.0255702795
45.4150000000,0.0250634328,-0.1014070693,0.0051416969,0.0003140878,0.0054557847,0.0250634328
45.4200000000,0.0245562131,-0.1014803966,0.0051491354,0.0003015038,0.0054506392,0.0245562131
45.4250000000,0.0240486332,-0.1015511509,0.0051563181,0.0002891684,0.0054454865,0.0240486331
45.4300000000,0.0235407059,-0.1016193316,0.0051632443,0.0002770824,0.0054403267,0.0235407059
45.4350000000,0.0230324441,-0.1016849385,0.0051699134,0.0002652467,0.0054351601,0.0230324441
45.4400000000,0.0225238608,-0.1017479710,0.0051763248,0.0002536622,0.0054299870,0.0225238608
45.4450000000,0.0220149687,-0.1018084290,0.0051824781,0.0002423294,0.0054248075,0.0220149687
45.4500000000,0.0215057808,-0.1018663122,0.0051883728,0.0002312493,0.0054196221,0.0215057808
45.4550000000,0.0209963099,-0.1019216205,0.0051940084,0.0002204225,0.0054144309,0.0209963099
45.4600000000,0.0204865689,-0.1019743537,0.0051993844,0.0002098498,0.0054092342,0.0204865689
45.4650000000,0.0199765706,-0.1020245118,0.0052045005,0.0001995317,0.0054040322,0.0199765706
45.4700000000,0.0194663280,-0.1020720949,0.0052093563,0.0001894690,0.0053988252,0.0194663280
45.4750000000,0.0189558540,-0.1021171031,0.0052139514,0.0001796622,0.0053936136,0.0189558540
45.4800000000,0.0184451613,-0.1021595364,0.0052182854,0.0001701120,0.0053883974,0.0184451613
45.4850000000,0.0179342629,-0.1021993952,0.0052223582,0.0001608189,0.0053831771,0.0179342629
45.4900000000,0.0174231716,-0.1022366798,0.0052261693,0.0001517835,0.0053779528,0.0174231716
45.4950000000,0.0169119004,-0.1022713904,0.0052297186,0.0001430062,0.0053727248,0.0169119004
45.5000000000,0.0164004620,-0.1023035275,0.0052330059,0.0001344876,0.0053674934,0.0164004620
45.5050000000,0.0158888694,-0.1023330916,0.0052360308,0.0001262281,0.0053622589,0.0158888694
45.5100000000,0.0153771354,-0.1023600833,0.0052387933,0.0001182281,0.0053570215,0.0153771354
45.5150000000,0.0148652729,-0.1023845031,0.0052412932,0.0001104882,0.0053517814,0.0148652728
45.5200000000,0.0143532947,-0.1024063518,0.0052435304,0.0001030085,0.0053465390,0.0143532946
45.5250000000,0.0138412136,-0.1024256300,0.0052455048,0.0000957896,0.0053412944,0.0138412136
45.5300000000,0.0133290426,-0.1024423386,0.0052472164,0.0000888317,0.0053360481,0.0133290426
45.5350000000,0.0128167945,-0.1024564784,0.0052486650,0.0000821351,0.0053308001,0.0128167945
45.5400000000,0.0123044821,-0.1024680503,0.0052498507,0.0000757001,0.0053255508,0.0123044821
45.5450000000,0.0117921183,-0.1024770555,0.0052507735,0.0000695270,0.0053203005,0.0117921183
45.5500000000,0.0112797159,-0.1024834948,0.0052514334,0.0000636160,0.0053150494,0.0112797158
45.5550000000,0.0107672876,-0.1024873695,0.0052518305,0.0000579672,0.0053097977,0.0107672876
45.5600000000,0.0102548464,-0.1024886807,0.0052519648,0.0000525809,0.0053045458,0.0102548464
45.5650000000,0.0097424051,-0.1024874297,0.0052518366,0.0000474572,0.0052992939,0.0097424051
45.5700000000,0.0092299764,-0.1024836178,0.0052514460,0.0000425962,0.0052940422,0.0092299764
45.5750000000,0.0087175732,-0.1024772464,0.0052507930,0.0000379980,0.0052887911,0.0087175732
45.5800000000,0.0082052082,-0.1024683168,0.0052498780,0.0000336627,0.0052835407,0.0082052082
45.5850000000,0.0076928943,-0.1024568306,0.0052487011,0.0000295903,0.0052782914,0.0076928942
45.5900000000,0.0071806442,-0.1024427894,0.0052472626,0.0000257808,0.0052730434,0.0071806441
45.5950000000,0.0066684706,-0.1024261948,0.0052455627,0.0000222343,0.0052677969,0.0066684706
45.6000000000,0.0061563865,-0.1024070485,0.0052436018,0.0000189505,0.0052625523,0.0061563864
45.6050000000,0.0056444044,-0.1023853522,0.0052413802,0.0000159297,0.0052573098,0.0056444044
45.6100000000,0.0051325372,-0.1023611078,0.0052388982,0.0000131715,0.0052520697,0.0051325372
45.6150000000,0.0046207976,-0.1023343171,0.0052361562,0.0000106759,0.0052468321,0.0046207975
45.6200000000,0.0041091983,-0.1023049821,0.0052331547,0.0000084428,0.0052415974,0.0041091982
45.6250000000,0.0035977520,-0.1022731048,0.0052298940,0.0000064719,0.0052363659,0.0035977520
45.6300000000,0.0030864714,-0.1022386873,0.0052263746,0.0000047632,0.0052311377,0.0030864714
45.6350000000,0.0025753693,-0.1022017316,0.0052225970,0.0000033163,0.0052259132,0.0025753693
45.6400000000,0.0020644584,-0.1021622400,0.0052185616,0.0000021310,0.0052206926,0.0020644583
45.6450000000,0.0015537512,-0.1021202147,0.0052142691,0.0000012071,0.0052154762,0.0015537511
45.6500000000,0.0010432604,-0.1020756580,0.0052097200,0.0000005442,0.0052102642,0.0010432604
45.6550000000,0.0005329988,-0.1020285724,0.0052049148,0.0000001420,0.0052050568,0.0005329988
45.6600000000,0.0000229789,-0.1019789603,0.0051998542,0.0000000003,0.0051998544,0.0000229789
45.6650000000,-0.0004867866,-0.1019268241,0.0051945387,0.0000001185,0.0051946572,-0.0004867866
45.6700000000,-0.0009962851,-0.1018721665,0.0051889691,0.0000004963,0.0051894654,-0.0009962852
