t,x_alpha_0.0001000000,x_alpha_0.1000000000,x_alpha_0.5000000000,x_alpha_1.9500000000
46.6950000000,-0.9072864186,-0.0832934646,0.0000049182,-0.0000000000
46.7000000000,-0.9093495267,-0.0835193581,0.0000048768,-0.0000000000
46.7050000000,-0.9113899001,-0.0837430511,0.0000048353,-0.0000000000
46.7100000000,-0.9134074878,-0.0839645393,0.0000047938,-0.0000000000
46.7150000000,-0.9154022394,-0.0841838182,0.0000047523,-0.0000000000
46.7200000000,-0.9173741050,-0.0844008833,0.0000047108,-0.0000000000
46.7250000000,-0.9193230352,-0.0846157305,0.0000046693,-0.0000000000
46.7300000000,-0.9212489815,-0.0848283555,0.0000046278,-0.0000000000
46.7350000000,-0.9231518956,-0.0850387540,0.0000045862,-0.0000000000
46.7400000000,-0.9250317301,-0.0852469219,0.0000045446,-0.0000000000
46.7450000000,-0.9268884378,-0.0854528550,0.0000045031,-0.0000000000
46.7500000000,-0.9287219725,-0.0856565495,0.0000044615,-0.0000000000
46.7550000000,-0.9305322883,-0.0858580013,0.0000044199,-0.0000000000
46.7600000000,-0.9323193399,-0.0860572064,0.0000043783,-0.0000000000
46.7650000000,-0.9340830827,-0.0862541611,0.0000043367,-0.0000000000
46.7700000000,-0.9358234726,-0.0864488615,0.0000042951,-0.0000000000
46.7750000000,-0.9375404661,-0.0866413039,0.0000042535,-0.0000000000
46.7800000000,-0.9392340202,-0.0868314847,0.0000042119,-0.0000000000
46.7850000000,-0.9409040927,-0.0870194001,0.0000041702,-0.0000000000
46.7900000000,-0.9425506419,-0.0872050467,0.0000041286,-0.0000000000
46.7950000000,-0.9441736265,-0.0873884209,0.0000040870,-0.0000000000
46.8000000000,-0.9457730060,-0.0875695192,0.0000040454,-0.0000000000
46.8050000000,-0.9473487404,-0.0877483384,0.0000040038,-0.0000000000
46.8100000000,-0.9489007904,-0.0879248750,0.0000039622,-0.0000000000
46.8150000000,-0.9504291172,-0.0880991258,0.0000039206,-0.0000000000
46.8200000000,-0.9519336825,-0.0882710875,0.0000038790,-0.0000000000
46.8250000000,-0.9534144488,-0.0884407571,0.0000038374,-0.0000000000
46.8300000000,-0.9548713790,-0.0886081314,0.0000037958,-0.0000000000
46.8350000000,-0.9563044368,-0.0887732074,0.0000037543,-0.0000000000
46.8400000000,-0.9577135863,-0.0889359821,0.0000037127,-0.0000000000
46.8450000000,-0.9590987923,-0.0890964526,0.0000036712,-0.0000000000
46.8500000000,-0.9604600202,-0.0892546161,0.0000036296,-0.0000000000
46.8550000000,-0.9617972359,-0.0894104696,0.0000035881,-0.0000000000
46.8600000000,-0.9631104062,-0.0895640106,0.0000035466,-0.0000000000
46.8650000000,-0.9643994981,-0.0897152363,0.0000035051,-0.0000000000
46.8700000000,-0.9656644794,-0.0898641441,0.0000034636,-0.0000000000
46.8750000000,-0.9669053185,-0.0900107313,0.0000034222,-0.0000000000
46.8800000000,-0.9681219844,-0.0901549957,0.0000033807,-0.0000000000
46.8850000000,-0.9693144467,-0.0902969346,0.0000033393,-0.0000000000
46.8900000000,-0.9704826756,-0.0904365457,0.0000032979,-0.0000000000
46.8950000000,-0.9716266419,-0.0905738266,0.0000032565,-0.0000000000
46.9000000000,-0.9727463171,-0.0907087752,0.0000032152,-0.0000000000
46.9050000000,-0.9738416730,-0.0908413891,0.0000031738,-0.0000000000
46.9100000000,-0.9749126825,-0.0909716664,0.0000031325,-0.0000000000
46.9150000000,-0.9759593186,-0.0910996047,0.0000030912,-0.0000000000
46.9200000000,-0.9769815553,-0.0912252022,0.0000030500,-0.0000000000
46.9250000000,-0.9779793670,-0.0913484569,0.0000030087,-0.0000000000
46.9300000000,-0.9789527288,-0.0914693668,0.0000029675,-0.0000000000
46.9350000000,-0.9799016163,-0.0915879301,0.0000029263,-0.0000000000
46.9400000000,-0.9808260059,-0.0917041450,0.0000028852,-0.0000000000
46.9450000000,-0.9817258744,-0.0918180098,0.0000028441,-0.0000000000
46.9500000000,-0.9826011994,-0.0919295228,0.0000028030,-0.0000000000
46.9550000000,-0.9834519589,-0.0920386825,0.0000027619,-0.0000000000
46.9600000000,-0.9842781318,-0.0921454871,0.0000027209,-0.0000000000
46.9650000000,-0.9850796974,-0.0922499353,0.0000026799,-0.0000000000
46.9700000000,-0.9858566357,-0.0923520257,0.0000026390,-0.0000000000
46.9750000000,-0.9866089272,-0.0924517567,0.0000025980,-0.0000000000
46.9800000000,-0.9873365532,-0.0925491273,0.0000025572,-0.0000000000
46.9850000000,-0.9880394954,-0.0926441360,0.0000025163,-0.0000000000
46.9900000000,-0.9887177364,-0.0927367817,0.0000024755,-0.0000000000
46.9950000000,-0.9893712591,-0.0928270632,0.0000024348,-0.0000000000
47.0000000000,-0.9900000473,-0.0929149795,0.0000023941,-0.0000000000
47.0050000000,-0.9906040852,-0.0930005296,0.0000023534,-0.0000000000
47.0100000000,-0.9911833578,-0.0930837125,0.0000023127,-0.0000000000
47.0150000000,-0.9917378506,-0.0931645273,0.0000022722,-0.0000000000
47.0200000000,-0.9922675497,-0.0932429732,0.0000022316,-0.0000000000
47.0250000000,-0.9927724419,-0.0933190494,0.0000021911,-0.0000000000
47.0300000000,-0.9932525146,-0.0933927552,0.0000021507,-0.0000000000
47.0350000000,-0.9937077558,-0.0934640899,0.0000021102,-0.0000000000
47.0400000000,-0.9941381542,-0.0935330529,0.0000020699,-0.0000000000
47.0450000000,-0.9945436989,-0.0935996437,0.0000020296,-0.0000000000
47.0500000000,-0.9949243799,-0.0936638618,0.0000019893,-0.0000000000
47.0550000000,-0.9952801876,-0.0937257068,0.0000019491,-0.0000000000
47.0600000000,-0.9956111133,-0.0937851784,0.0000019090,-0.0000000000
47.0650000000,-0.9959171485,-0.0938422762,0.0000018688,-0.0000000000
47.0700000000,-0.9961982857,-0.0938969999,0.0000018288,-0.0000000000
47.0750000000,-0.9964545179,-0.0939493495,0.0000017888,-0.0000000000
47.0800000000,-0.9966858387,-0.0939993248,0.0000017489,-0.0000000000
47.0850000000,-0.9968922422,-0.0940469257,0.0000017090,-0.0000000000
47.0900000000,-0.9970737234,-0.0940921522,0.0000016691,-0.0000000000
47.0950000000,-0.9972302777,-0.0941350045,0.0000016294,-0.0000000000
47.1000000000,-0.9973619013,-0.0941754825,0.0000015897,-0.0000000000
47.1050000000,-0.9974685908,-0.0942135864,0.0000015500,-0.0000000000
47.1100000000,-0.9975503435,-0.0942493166,0.0000015104,-0.0000000000
47.1150000000,-0.9976071576,-0.0942826733,0.0000014709,-0.0000000000
47.1200000000,-0.9976390314,-0.0943136569,0.0000014314,-0.0000000000
47.1250000000,-0.9976459644,-0.0943422677,0.0000013920,-0.0000000000
47.1300000000,-0.9976279563,-0.0943685062,0.0000013527,-0.0000000000
47.1350000000,-0.9975850075,-0.0943923730,0.0000013134,-0.0000000000
47.1400000000,-0.9975171192,-0.0944138687,0.0000012742,-0.0000000000
47.1450000000,-0.9974242930,-0.0944329938,0.0000012350,-0.0000000000
47.1500000000,-0.9973065314,-0.0944497492,0.0000011960,-0.0000000000
47.1550000000,-0.9971638371,-0.0944641356,0.0000011569,-0.0000000000
47.1600000000,-0.9969962140,-0.0944761537,0.0000011180,-0.0000000000
47.1650000000,-0.9968036660,-0.0944858046,0.0000010791,-0.0000000000
47.1700000000,-0.9965861982,-0.0944930890,0.0000010403,-0.0000000000
47.1750000000,-0.9963438158,-0.0944980081,0.0000010016,-0.0000000000
47.1800000000,-0.9960765250,-0.0945005629,0.0000009629,-0.0000000000
47.1850000000,-0.9957843325,-0.0945007545,0.0000009243,-0.0000000000
47.1900000000,-0.9954672456,-0.0944985840,0.0000008858,-0.0000000000
47.1950000000,-0.9951252723,-0.0944940528,0.0000008474,-0.0000000000
47.2000000000,-0.9947584210,-0.0944871621,0.0000008090,-0.0000000000
47.2050000000,-0.9943667010,-0.0944779132,0.0000007707,-0.0000000000
47.2100000000,-0.9939501221,-0.0944663077,0.0000007325,-0.0000000000
47.2150000000,-0.9935086947,-0.0944523468,0.0000006944,-0.0000000000
47.2200000000,-0.9930424299,-0.0944360322,0.0000006563,-0.0000000000
47.2250000000,-0.9925513393,-0.0944173655,0.0000006183,-0.0000000000
47.2300000000,-0.9920354352,-0.0943963483,0.0000005804,-0.0000000000
47.2350000000,-0.9914947306,-0.0943729822,0.0000005426,-0.0000000000
47.2400000000,-0.9909292389,-0.0943472691,0.0000005049,-0.0000000000
47.2450000000,-0.9903389743,-0.0943192108,0.0000004672,-0.0000000000
47.2500000000,-0.9897239516,-0.0942888091,0.0000004296,-0.0000000000
47.2550000000,-0.9890841862,-0.0942560660,0.0000003921,-0.0000000000
47.2600000000,-0.9884196940,-0.0942209834,0.0000003547,-0.0000000000
47.2650000000,-0.9877304918,-0.0941835635,0.0000003174,-0.0000000000
47.2700000000,-0.9870165966,-0.0941438082,0.0000002802,-0.0000000000
47.2750000000,-0.9862780265,-0.0941017199,0.0000002430,-0.0000000000
47.2800000000,-0.9855147999,-0.0940573006,0.0000002059,-0.0000000000
47.2850000000,-0.9847269358,-0.0940105527,0.0000001690,-0.0000000000
47.2900000000,-0.9839144540,-0.0939614784,0.0000001321,-0.0000000000
47.2950000000,-0.9830773748,-0.0939100803,0.0000000953,-0.0000000000
47.3000000000,-0.9822157191,-0.0938563607,0.0000000586,-0.0000000000
47.3050000000,-0.9813295086,-0.0938003221,0.0000000219,-0.0000000000
47.3100000000,-0.9804187653,-0.0937419671,-0.0000000146,-0.0000000000
47.3150000000,-0.9794835120,-0.0936812984,-0.0000000510,-0.0000000000
47.3200000000,-0.9785237722,-0.0936183185,-0.0000000874,-0.0000000000
47.3250000000,-0.9775395698,-0.0935530302,-0.0000001236,-0.0000000000
47.3300000000,-0.9765309295,-0.0934854364,-0.0000001598,-0.0000000000
47.3350000000,-0.9754978765,-0.0934155398,-0.0000001959,-0.0000000000
47.3400000000,-0.9744404366,-0.0933433433,-0.0000002319,-0.0000000000
47.3450000000,-0.9733586363,-0.0932688499,-0.0000002677,-0.0000000000
47.3500000000,-0.9722525026,-0.0931920626,-0.0000003035,-0.0000000000
47.3550000000,-0.9711220632,-0.0931129845,-0.0000003392,-0.0000000000
47.3600000000,-0.9699673464,-0.0930316187,-0.0000003748,-0.0000000000
47.3650000000,-0.9687883810,-0.0929479683,-0.0000004103,-0.0000000000
47.3700000000,-0.9675851966,-0.0928620367,-0.0000004457,-0.0000000000
47.3750000000,-0.9663578231,-0.0927738270,-0.0000004809,-0.0000000000
47.3800000000,-0.9651062915,-0.0926833427,-0.0000005161,-0.0000000000
47.3850000000,-0.9638306328,-0.0925905871,-0.0000005512,-0.0000000000
47.3900000000,-0.9625308791,-0.0924955636,-0.0000005862,-0.0000000000
47.3950000000,-0.9612070628,-0.0923982759,-0.0000006211,-0.0000000000
47.4000000000,-0.9598592170,-0.0922987274,-0.0000006559,-0.0000000000
47.4050000000,-0.9584873755,-0.0921969219,-0.0000006906,-0.0000000000
47.4100000000,-0.9570915725,-0.0920928628,-0.0000007251,-0.0000000000
47.4150000000,-0.9556718431,-0.0919865541,-0.0000007596,-0.0000000000
47.4200000000,-0.9542282225,-0.0918779993,-0.0000007940,-0.0000000000
47.4250000000,-0.9527607471,-0.0917672025,-0.0000008282,-0.0000000000
47.4300000000,-0.9512694534,-0.0916541675,-0.0000008624,-0.0000000000
47.4350000000,-0.9497543788,-0.0915388982,-0.0000008964,-0.0000000000
47.4400000000,-0.9482155612,-0.0914213986,-0.0000009304,-0.0000000000
47.4450000000,-0.9466530389,-0.0913016728,-0.0000009642,-0.0000000000
47.4500000000,-0.9450668512,-0.0911797249,-0.0000009979,-0.0000000000
47.4550000000,-0.9434570377,-0.0910555590,-0.0000010315,-0.0000000000
47.4600000000,-0.9418236386,-0.0909291793,-0.0000010651,-0.0000000000
47.4650000000,-0.9401666948,-0.0908005902,-0.0000010984,-0.0000000000
47.4700000000,-0.9384862477,-0.0906697959,-0.0000011317,-0.0000000000
47.4750000000,-0.9367823393,-0.0905368009,-0.0000011649,-0.0000000000
47.4800000000,-0.9350550123,-0.0904016094,-0.0000011980,-0.0000000000
47.4850000000,-0.9333043098,-0.0902642261,-0.0000012309,-0.0000000000
47.4900000000,-0.9315302757,-0.0901246554,-0.0000012637,-0.0000000000
47.4950000000,-0.9297329542,-0.0899829019,-0.0000012965,-0.0000000000
47.5000000000,-0.9279123904,-0.0898389703,-0.0000013291,-0.0000000000
47.5050000000,-0.9260686297,-0.0896928652,-0.0000013616,-0.0000000000
47.5100000000,-0.9242017183,-0.0895445914,-0.0000013939,-0.0000000000
47.5150000000,-0.9223117028,-0.0893941537,-0.0000014262,-0.0000000000
47.5200000000,-0.9203986305,-0.0892415569,-0.0000014584,-0.0000000000
47.5250000000,-0.9184625493,-0.0890868058,-0.0000014904,-0.0000000000
47.5300000000,-0.9165035075,-0.0889299055,-0.0000015223,-0.0000000000
47.5350000000,-0.9145215542,-0.0887708610,-0.0000015541,-0.0000000000
47.5400000000,-0.9125167389,-0.0886096773,-0.0000015858,-0.0000000000
47.5450000000,-0.9104891117,-0.0884463594,-0.0000016173,-0.0000000000
47.5500000000,-0.9084387233,-0.0882809126,-0.0000016488,-0.0000000000
47.5550000000,-0.9063656251,-0.0881133420,-0.0000016801,-0.0000000000
47.5600000000,-0.9042698688,-0.0879436529,-0.0000017113,-0.0000000000
47.5650000000,-0.9021515069,-0.0877718506,-0.0000017424,-0.0000000000
47.5700000000,-0.9000105923,-0.0875979404,-0.0000017733,-0.0000000000
47.5750000000,-0.8978471785,-0.0874219278,-0.0000018042,-0.0000000000
47.5800000000,-0.8956613198,-0.0872438181,-0.0000018349,-0.0000000000
47.5850000000,-0.8934530706,-0.0870636170,-0.0000018655,-0.0000000000
47.5900000000,-0.8912224862,-0.0868813298,-0.0000018959,-0.0000000000
47.5950000000,-0.8889696225,-0.0866969624,-0.0000019263,-0.0000000000
47.6000000000,-0.8866945357,-0.0865105201,-0.0000019565,-0.0000000000
47.6050000000,-0.8843972827,-0.0863220089,-0.0000019866,-0.0000000000
47.6100000000,-0.8820779210,-0.0861314344,-0.0000020166,-0.0000000000
47.6150000000,-0.8797365085,-0.0859388024,-0.0000020464,-0.0000000000
47.6200000000,-0.8773731039,-0.0857441188,-0.0000020761,-0.0000000000
47.6250000000,-0.8749877661,-0.0855473894,-0.0000021057,-0.0000000000
47.6300000000,-0.8725805550,-0.0853486203,-0.0000021352,-0.0000000000
47.6350000000,-0.8701515305,-0.0851478173,-0.0000021645,-0.0000000000
47.6400000000,-0.8677007535,-0.0849449865,-0.0000021937,-0.0000000000
47.6450000000,-0.8652282853,-0.0847401340,-0.0000022228,-0.0000000000
47.6500000000,-0.8627341877,-0.0845332660,-0.0000022518,-0.0000000000
47.6550000000,-0.8602185230,-0.0843243886,-0.0000022806,-0.0000000000
47.6600000000,-0.8576813542,-0.0841135080,-0.0000023093,-0.0000000000
47.6650000000,-0.8551227446,-0.0839006305,-0.0000023379,-0.0000000000
47.6700000000,-0.8525427583,-0.0836857624,-0.0000023663,-0.0000000000
47.6750000000,-0.8499414598,-0.0834689101,-0.0000023946,-0.0000000000
47.6800000000,-0.8473189141,-0.0832500801,-0.0000024228,-0.0000000000
47.6850000000,-0.8446751867,-0.0830292786,-0.0000024509,-0.0000000000
47.6900000000,-0.8420103439,-0.0828065124,-0.0000024788,-0.0000000000
47.6950000000,-0.8393244522,-0.0825817879,-0.0000025066,-0.0000000000
47.7000000000,-0.8366175788,-0.0823551116,-0.0000025342,-0.0000000000
47.7050000000,-0.8338897913,-0.0821264904,-0.0000025618,-0.0000000000
47.7100000000,-0.8311411580,-0.0818959307,-0.0000025891,-0.0000000000
47.7150000000,-0.8283717476,-0.0816634395,-0.0000026164,-0.0000000000
47.7200000000,-0.8255816293,-0.0814290233,-0.0000026435,-0.0000000000
47.7250000000,-0.8227708729,-0.0811926892,-0.0000026705,-0.0000000000
47.7300000000,-0.8199395488,-0.0809544439,-0.0000026974,-0.0000000000
47.7350000000,-0.8170877275,-0.0807142943,-0.0000027241,-0.0000000000
47.7400000000,-0.8142154806,-0.0804722474,-0.0000027507,-0.0000000000
47.7450000000,-0.8113228798,-0.0802283102,-0.0000027771,-0.0000000000
47.7500000000,-0.8084099974,-0.0799824897,-0.0000028035,-0.0000000000
47.7550000000,-0.8054769062,-0.0797347931,-0.0000028296,-0.0000000000
47.7600000000,-0.8025236796,-0.0794852274,-0.0000028557,-0.0000000000
47.7650000000,-0.7995503915,-0.0792337999,-0.0000028816,-0.0000000000
47.7700000000,-0.7965571162,-0.0789805176,-0.0000029074,-0.0000000000
47.7750000000,-0.7935439284,-0.0787253880,-0.0000029330,-0.0000000000
47.7800000000,-0.7905109036,-0.0784684183,-0.0000029585,-0.0000000000
47.7850000000,-0.7874581176,-0.0782096158,-0.0000029839,-0.0000000000
47.7900000000,-0.7843856467,-0.0779489879,-0.0000030091,-0.0000000000
47.7950000000,-0.7812935678,-0.0776865421,-0.0000030342,-0.0000000000
47.8000000000,-0.7781819581,-0.0774222857,-0.0000030591,-0.0000000000
47.8050000000,-0.7750508955,-0.0771562264,-0.0000030839,-0.0000000000
47.8100000000,-0.7719004582,-0.0768883717,-0.0000031086,-0.0000000000
47.8150000000,-0.7687307250,-0.0766187292,-0.0000031331,-0.0000000000
47.8200000000,-0.7655417751,-0.0763473064,-0.0000031575,-0.0000000000
47.8250000000,-0.7623336884,-0.0760741112,-0.0000031817,-0.0000000000
47.8300000000,-0.7591065450,-0.0757991511,-0.0000032059,-0.0000000000
47.8350000000,-0.7558604256,-0.0755224340,-0.0000032298,-0.0000000000
47.8400000000,-0.7525954113,-0.0752439676,-0.0000032537,-0.0000000000
47.8450000000,-0.7493115838,-0.0749637598,-0.0000032773,-0.0000000000
47.8500000000,-0.7460090252,-0.0746818184,-0.0000033009,-0.0000000000
47.8550000000,-0.7426878181,-0.0743981514,-0.0000033243,-0.0000000000
47.8600000000,-0.7393480455,-0.0741127667,-0.0000033476,-0.0000000000
47.8650000000,-0.7359897909,-0.0738256723,-0.0000033707,-0.0000000000
47.8700000000,-0.7326131383,-0.0735368762,-0.0000033937,-0.0000000000
47.8750000000,-0.7292181720,-0.0732463866,-0.0000034165,-0.0000000000
47.8800000000,-0.7258049771,-0.0729542114,-0.0000034392,-0.0000000000
47.8850000000,-0.7223736388,-0.0726603589,-0.0000034618,-0.0000000000
47.8900000000,-0.7189242429,-0.0723648373,-0.0000034842,-0.0000000000
47.8950000000,-0.7154568757,-0.0720676547,-0.0000035064,-0.0000000000
47.9000000000,-0.7119716238,-0.0717688194,-0.0000035286,-0.0000000000
47.9050000000,-0.7084685744,-0.0714683398,-0.0000035505,-0.0000000000
47.9100000000,-0.7049478151,-0.0711662240,-0.0000035724,-0.0000000000
47.9150000000,-0.7014094339,-0.0708624806,-0.0000035941,-0.0000000000
47.9200000000,-0.6978535193,-0.0705571179,-0.0000036156,-0.0000000000
47.9250000000,-0.6942801601,-0.0702501444,-0.0000036370,-0.0000000000
47.9300000000,-0.6906894458,-0.0699415685,-0.0000036583,-0.0000000000
47.9350000000,-0.6870814661,-0.0696313988,-0.0000036794,-0.0000000000
47.9400000000,-0.6834563112,-0.0693196437,-0.0000037004,-0.0000000000
47.9450000000,-0.6798140717,-0.0690063120,-0.0000037212,-0.0000000000
47.9500000000,-0.6761548387,-0.0686914121,-0.0000037419,-0.0000000000
47.9550000000,-0.6724787038,-0.0683749528,-0.0000037624,-0.0000000000
47.9600000000,-0.6687857587,-0.0680569428,-0.0000037828,-0.0000000000
47.9650000000,-0.6650760959,-0.0677373907,-0.0000038031,-0.0000000000
47.9700000000,-0.6613498081,-0.0674163054,-0.0000038232,-0.0000000000
47.9750000000,-0.6576069884,-0.0670936955,-0.0000038431,-0.0000000000
47.9800000000,-0.6538477305,-0.0667695700,-0.0000038629,-0.0000000000
47.9850000000,-0.6500721283,-0.0664439378,-0.0000038826,-0.0000000000
47.9900000000,-0.6462802762,-0.0661168076,-0.0000039021,-0.0000000000
47.9950000000,-0.6424722690,-0.0657881884,-0.0000039215,-0.0000000000
48.0000000000,-0.6386482020,-0.0654580892,-0.0000039407,-0.0000000000
48.0050000000,-0.6348081707,-0.0651265190,-0.0000039598,-0.0000000000
48.0100000000,-0.6309522712,-0.0647934868,-0.0000039787,-0.0000000000
48.0150000000,-0.6270805999,-0.0644590016,-0.0000039975,-0.0000000000
48.0200000000,-0.6231932534,-0.0641230726,-0.0000040162,-0.0000000000
48.0250000000,-0.6192903292,-0.0637857088,-0.0000040347,-0.0000000000
48.0300000000,-0.6153719247,-0.0634469194,-0.0000040530,-0.0000000000
48.0350000000,-0.6114381378,-0.0631067135,-0.0000040712,-0.0000000000
48.0400000000,-0.6074890670,-0.0627651005,-0.0000040893,-0.0000000000
48.0450000000,-0.6035248110,-0.0624220895,-0.0000041072,-0.0000000000
48.0500000000,-0.5995454689,-0.0620776898,-0.0000041249,-0.0000000000
48.0550000000,-0.5955511402,-0.0617319107,-0.0000041425,-0.0000000000
48.0600000000,-0.5915419248,-0.0613847616,-0.0000041600,-0.0000000000
48.0650000000,-0.5875179228,-0.0610362517,-0.0000041773,-0.0000000000
48.0700000000,-0.5834792349,-0.0606863906,-0.0000041945,-0.0000000000
48.0750000000,-0.5794259621,-0.0603351875,-0.0000042115,-0.0000000000
48.0800000000,-0.5753582057,-0.0599826520,-0.0000042284,-0.0000000000
48.0850000000,-0.5712760674,-0.0596287935,-0.0000042451,-0.0000000000
48.0900000000,-0.5671796493,-0.0592736216,-0.0000042617,-0.0000000000
48.0950000000,-0.5630690538,-0.0589171458,-0.0000042781,-0.0000000000
48.1000000000,-0.5589443837,-0.0585593756,-0.0000042944,-0.0000000000
48.1050000000,-0.5548057420,-0.0582003206,-0.0000043105,-0.0000000000
48.1100000000,-0.5506532323,-0.0578399904,-0.0000043265,-0.0000000000
48.1150000000,-0.5464869584,-0.0574783948,-0.0000043424,-0.0000000000
48.1200000000,-0.5423070244,-0.0571155433,-0.0000043580,-0.0000000000
48.1250000000,-0.5381135348,-0.0567514456,-0.0000043736,-0.0000000000
48.1300000000,-0.5339065946,-0.0563861116,-0.0000043890,-0.0000000000
48.1350000000,-0.5296863088,-0.0560195508,-0.0000044042,-0.0000000000
48.1400000000,-0.5254527830,-0.0556517731,-0.0000044193,-0.0000000000
48.1450000000,-0.5212061230,-0.0552827884,-0.0000044343,-0.0000000000
48.1500000000,-0.5169464350,-0.0549126064,-0.0000044491,-0.0000000000
48.1550000000,-0.5126738256,-0.0545412369,-0.0000044637,-0.0000000000
48.1600000000,-0.5083884014,-0.0541686899,-0.0000044782,-0.0000000000
48.1650000000,-0.5040902697,-0.0537949753,-0.0000044926,-0.0000000000
48.1700000000,-0.4997795379,-0.0534201029,-0.0000045068,-0.0000000000
48.1750000000,-0.4954563139,-0.0530440827,-0.0000045209,-0.0000000000
48.1800000000,-0.4911207056,-0.0526669248,-0.0000045348,-0.0000000000
48.1850000000,-0.4867728215,-0.0522886390,-0.0000045485,-0.0000000000
48.1900000000,-0.4824127702,-0.0519092354,-0.0000045622,-0.0000000000
48.1950000000,-0.4780406609,-0.0515287241,-0.0000045756,-0.0000000000
48.2000000000,-0.4736566028,-0.0511471151,-0.0000045890,-0.0000000000
48.2050000000,-0.4692607054,-0.0507644185,-0.0000046021,-0.0000000000
48.2100000000,-0.4648530788,-0.0503806445,-0.0000046152,-0.0000000000
48.2150000000,-0.4604338331,-0.0499958030,-0.0000046280,-0.0000000000
48.2200000000,-0.4560030787,-0.0496099044,-0.0000046408,-0.0000000000
48.2250000000,-0.4515609265,-0.0492229587,-0.0000046534,-0.0000000000
48.2300000000,-0.4471074876,-0.0488349762,-0.0000046658,-0.0000000000
48.2350000000,-0.4426428732,-0.0484459670,-0.0000046781,-0.0000000000
48.2400000000,-0.4381671950,-0.0480559415,-0.0000046902,-0.0000000000
48.2450000000,-0.4336805649,-0.0476649098,-0.0000047022,-0.0000000000
48.2500000000,-0.4291830951,-0.0472728823,-0.0000047141,-0.0000000000
48.2550000000,-0.4246748979,-0.0468798692,-0.0000047258,-0.0000000000
48.2600000000,-0.4201560861,-0.0464858809,-0.0000047373,-0.0000000000
48.2650000000,-0.4156267728,-0.0460909277,-0.0000047487,-0.0000000000
48.2700000000,-0.4110870710,-0.0456950199,-0.0000047600,-0.0000000000
48.2750000000,-0.4065370944,-0.0452981679,-0.0000047711,-0.0000000000
48.2800000000,-0.4019769566,-0.0449003821,-0.0000047820,-0.0000000000
48.2850000000,-0.3974067717,-0.0445016730,-0.0000047929,-0.0000000000
48.2900000000,-0.3928266540,-0.0441020509,-0.0000048035,-0.0000000000
48.2950000000,-0.3882367179,-0.0437015263,-0.0000048141,-0.0000000000
48.3000000000,-0.3836370782,-0.0433001096,-0.0000048244,-0.0000000000
48.3050000000,-0.3790278499,-0.0428978114,-0.0000048347,-0.0000000000
48.3100000000,-0.3744091482,-0.0424946420,-0.0000048447,-0.0000000000
48.3150000000,-0.3697810886,-0.0420906122,-0.0000048547,-0.0000000000
48.3200000000,-0.3651437869,-0.0416857322,-0.0000048645,-0.0000000000
48.3250000000,-0.3604973588,-0.0412800128,-0.0000048741,-0.0000000000
48.3300000000,-0.3558419207,-0.0408734645,-0.0000048836,-0.0000000000
48.3350000000,-0.3511775889,-0.0404660978,-0.0000048930,-0.0000000000
48.3400000000,-0.3465044800,-0.0400579233,-0.0000049022,-0.0000000000
48.3450000000,-0.3418227109,-0.0396489517,-0.0000049113,-0.0000000000
48.3500000000,-0.3371323985,-0.0392391936,-0.0000049202,-0.0000000000
48.3550000000,-0.3324336602,-0.0388286595,-0.0000049289,-0.0000000000
48.3600000000,-0.3277266134,-0.0384173602,-0.0000049376,-0.0000000000
48.3650000000,-0.3230113759,-0.0380053063,-0.0000049461,-0.0000000000
48.3700000000,-0.3182880654,-0.0375925084,-0.0000049544,-0.0000000000
48.3750000000,-0.3135568001,-0.0371789774,-0.0000049626,-0.0000000000
48.3800000000,-0.3088176983,-0.0367647238,-0.0000049706,-0.0000000000
48.3850000000,-0.3040708784,-0.0363497584,-0.0000049785,-0.0000000000
48.3900000000,-0.2993164591,-0.0359340919,-0.0000049863,-0.0000000000
48.3950000000,-0.2945545593,-0.0355177351,-0.0000049939,-0.0000000000
48.4000000000,-0.2897852981,-0.0351006987,-0.0000050014,-0.0000000000
48.4050000000,-0.2850087946,-0.0346829934,-0.0000050087,-0.0000000000
48.4100000000,-0.2802251683,-0.0342646301,-0.0000050159,-0.0000000000
48.4150000000,-0.2754345388,-0.0338456196,-0.0000050230,-0.0000000000
48.4200000000,-0.2706370258,-0.0334259725,-0.0000050299,-0.0000000000
48.4250000000,-0.2658327493,-0.0330056998,-0.0000050366,-0.0000000000
48.4300000000,-0.2610218294,-0.0325848122,-0.0000050432,-0.0000000000
48.4350000000,-0.2562043864,-0.0321633206,-0.0000050497,-0.0000000000
48.4400000000,-0.2513805407,-0.0317412359,-0.0000050560,-0.0000000000
48.4450000000,-0.2465504130,-0.0313185687,-0.0000050622,-0.0000000000
48.4500000000,-0.2417141239,-0.0308953301,-0.0000050683,-0.0000000000
48.4550000000,-0.2368717943,-0.0304715309,-0.0000050742,-0.0000000000
48.4600000000,-0.2320235454,-0.0300471819,-0.0000050799,-0.0000000000
48.4650000000,-0.2271694984,-0.0296222941,-0.0000050856,-0.0000000000
48.4700000000,-0.2223097745,-0.0291968782,-0.0000050911,-0.0000000000
48.4750000000,-0.2174444954,-0.0287709453,-0.0000050964,-0.0000000000
48.4800000000,-0.2125737826,-0.0283445063,-0.0000051016,-0.0000000000
48.4850000000,-0.2076977579,-0.0279175719,-0.0000051067,-0.0000000000
48.4900000000,-0.2028165432,-0.0274901532,-0.0000051116,-0.0000000000
