# elem xi1 xi2 x y psi_FEM psi_exact difference
2 -0.400000000000 1.000000000000 1.625000000000 1.250000000000 -0.169800498314 -0.169860993360 0.000060495046
2 -0.200000000000 -1.000000000000 1.750000000000 0.000000000000 -0.160889915914 -0.161001285530 0.000111369616
2 -0.200000000000 -0.800000000000 1.750000000000 0.125000000000 -0.161144635792 -0.161165532176 0.000020896383
2 -0.200000000000 -0.600000000000 1.750000000000 0.250000000000 -0.161676317355 -0.161656247841 -0.000020069514
2 -0.200000000000 -0.400000000000 1.750000000000 0.375000000000 -0.162484960603 -0.162467442139 -0.000017518464
2 -0.200000000000 -0.200000000000 1.750000000000 0.500000000000 -0.163570565535 -0.163589398892 0.000018833357
2 -0.200000000000 -0.000000000000 1.750000000000 0.625000000000 -0.164933132153 -0.165009054470 0.000075922317
2 -0.200000000000 0.200000000000 1.750000000000 0.750000000000 -0.166572660455 -0.166710484077 0.000137823622
2 -0.200000000000 0.400000000000 1.750000000000 0.875000000000 -0.168489150442 -0.168675459753 0.000186309311
2 -0.200000000000 0.600000000000 1.750000000000 1.000000000000 -0.170682602115 -0.170884041979 0.000201439864
2 -0.200000000000 0.800000000000 1.750000000000 1.125000000000 -0.173153015472 -0.173315169083 0.000162153611
2 -0.200000000000 1.000000000000 1.750000000000 1.250000000000 -0.175900390514 -0.175947213983 0.000046823469
2 -0.000000000000 -1.000000000000 1.875000000000 0.000000000000 -0.168076003272 -0.168076003272 0.000000000000
2 -0.000000000000 -0.800000000000 1.875000000000 0.125000000000 -0.168300672422 -0.168226291271 -0.000074381152
2 -0.000000000000 -0.600000000000 1.875000000000 0.250000000000 -0.168781067214 -0.168675459753 -0.000105607461
2 -0.000000000000 -0.400000000000 1.875000000000 0.375000000000 -0.169517187647 -0.169418485427 -0.000098702220
2 -0.000000000000 -0.200000000000 1.875000000000 0.500000000000 -0.170509033722 -0.170447202063 -0.000061831659
2 -0.000000000000 -0.000000000000 1.875000000000 0.625000000000 -0.171756605439 -0.171750592882 -0.000006012557
2 -0.000000000000 0.200000000000 1.875000000000 0.750000000000 -0.173259902797 -0.173315169083 0.000055266286
2 -0.000000000000 0.400000000000 1.875000000000 0.875000000000 -0.175018925797 -0.175125408350 0.000106482553
2 -0.000000000000 0.600000000000 1.875000000000 1.000000000000 -0.177033674438 -0.177164225373 0.000130550935
2 -0.000000000000 0.800000000000 1.875000000000 1.125000000000 -0.179304148721 -0.179413447446 0.000109298725
2 -0.000000000000 1.000000000000 1.875000000000 1.250000000000 -0.181830348646 -0.181854271489 0.000023922844
2 0.200000000000 -1.000000000000 2.000000000000 0.000000000000 -0.174953889223 -0.174849576283 -0.000104312940
2 0.200000000000 -0.800000000000 2.000000000000 0.125000000000 -0.175152339637 -0.174987611828 -0.000164727809
2 0.200000000000 -0.600000000000 2.000000000000 0.250000000000 -0.175587500703 -0.175400287627 -0.000187213076
2 0.200000000000 -0.400000000000 2.000000000000 0.375000000000 -0.176259372421 -0.176083360246 -0.000176012175
2 0.200000000000 -0.200000000000 2.000000000000 0.500000000000 -0.177167954791 -0.177029917372 -0.000138037419
2 0.200000000000 -0.000000000000 2.000000000000 0.625000000000 -0.178313247813 -0.178230606108 -0.000082641705
2 0.200000000000 0.200000000000 2.000000000000 0.750000000000 -0.179695251488 -0.179673930401 -0.000021321088
2 0.200000000000 0.400000000000 2.000000000000 0.875000000000 -0.181313965815 -0.181346598498 0.000032632683
2 0.200000000000 0.600000000000 2.000000000000 1.000000000000 -0.183169390795 -0.183233899720 0.000064508925
2 0.200000000000 0.800000000000 2.000000000000 1.125000000000 -0.185261526426 -0.185320090151 0.000058563725
2 0.200000000000 1.000000000000 2.000000000000 1.250000000000 -0.187590372710 -0.187588768868 -0.000001603842
2 0.400000000000 -1.000000000000 2.125000000000 0.000000000000 -0.181523573767 -0.181346598498 -0.000176975270
2 0.400000000000 -0.800000000000 2.125000000000 0.125000000000 -0.181699637436 -0.181473820702 -0.000225816734
2 0.400000000000 -0.600000000000 2.125000000000 0.250000000000 -0.182095617821 -0.181854271489 -0.000241346331
