t,norm,energy,x_avg,y_avg
0.28,1,0.999523,2.52957e-17,2.53366e-18
0.281,1,0.999523,2.21628e-17,-3.33275e-18
0.282,1,0.999523,-6.94344e-18,3.55454e-18
0.283,1,0.999523,-3.53025e-17,-2.41372e-18
0.284,1,0.999523,2.86604e-17,8.78834e-19
0.285,1,0.999523,-1.13229e-17,-4.40289e-18
0.286,1,0.999523,-5.24155e-17,8.15106e-18
0.287,1,0.999523,-2.24521e-17,5.28644e-18
0.288,1,0.999523,3.11486e-17,-1.21643e-18
0.289,1,0.999523,3.55262e-17,1.37634e-17
0.29,1,0.999523,4.18427e-19,-4.30323e-18
0.291,1,0.999523,-4.58191e-18,6.24947e-18
0.292,1,0.999523,-5.35808e-17,6.79284e-18
0.293,1,0.999523,-4.50895e-18,9.53769e-18
0.294,1,0.999523,2.00456e-17,-2.49898e-18
0.295,1,0.999523,-3.36902e-18,2.80864e-18
0.296,1,0.999523,3.50525e-17,-7.32225e-18
0.297,1,0.999523,9.16004e-18,2.02725e-18
0.298,1,0.999523,6.40271e-17,-8.17305e-18
0.299,1,0.999523,-3.99226e-17,-1.72106e-18
0.3,1,0.999523,4.72863e-17,-3.83826e-18
0.301,1,0.999523,1.01365e-17,-2.64484e-18
0.302,1,0.999523,-5.17929e-17,4.45881e-18
0.303,1,0.999523,-5.49931e-18,-2.53135e-19
0.304,1,0.999523,-2.27013e-17,-1.9147e-18
0.305,1,0.999523,-7.58216e-17,4.39942e-19
0.306,1,0.999523,-4.53607e-17,-5.08184e-18
0.307,1,0.999523,1.31786e-18,-5.77253e-18
0.308,1,0.999523,8.43504e-18,2.06918e-17
0.309,1,0.999523,3.19281e-17,-1.67589e-17
0.31,1,0.999523,-2.03913e-17,4.72136e-18
0.311,1,0.999523,-7.02783e-18,-1.3198e-17
0.312,1,0.999523,-4.77023e-18,-9.89791e-18
0.313,1,0.999523,-3.33428e-18,9.59969e-18
0.314,1,0.999523,4.14782e-17,3.96248e-18
0.315,1,0.999523,-8.29443e-17,4.81541e-18
0.316,1,0.999523,-6.07632e-18,-3.20989e-18
0.317,1,0.999523,-6.07257e-18,-5.03838e-18
0.318,1,0.999523,-4.76335e-17,-6.96935e-18
0.319,1,0.999523,-1.41468e-19,-7.40836e-19
0.32,1,0.999523,-1.49539e-17,-6.62639e-18
0.321,1,0.999523,-2.55268e-18,-2.51221e-18
0.322,1,0.999523,-1.3966e-17,-1.94128e-18
0.323,1,0.999523,-5.14882e-17,-2.2687e-18
0.324,1,0.999523,-3.80828e-18,-3.70278e-18
0.325,1,0.999523,-7.10257e-18,9.8801e-19
0.326,1,0.999523,-6.70692e-18,3.30736e-18
0.327,1,0.999523,4.21896e-17,1.38089e-17
0.328,1,0.999523,-1.56032e-17,-6.0186e-18
0.329,1,0.999523,9.92892e-18,2.37985e-18
0.33,1,0.999523,-8.84123e-18,-4.28288e-18
0.331,1,0.999523,-2.0796e-17,-1.00753e-17
0.332,1,0.999523,-2.21342e-17,6.83511e-18
0.333,1,0.999523,2.2025e-17,-3.4267e-18
0.334,1,0.999523,4.9438e-19,7.25836e-18
0.335,1,0.999523,-1.90583e-17,4.58416e-18
0.336,1,0.999523,5.94221e-18,-8.97986e-18
0.337,1,0.999523,-2.43046e-17,1.43707e-17
0.338,1,0.999523,-5.47968e-17,-3.83044e-18
0.339,1,0.999523,3.59088e-17,1.08281e-18
0.34,1,0.999523,7.71197e-19,4.15937e-18
0.341,1,0.999523,1.22807e-17,1.50324e-17
0.342,1,0.999523,-7.56528e-18,-1.24938e-17
0.343,1,0.999523,-3.71527e-17,-1.38724e-17
0.344,1,0.999523,1.92364e-17,-2.08952e-17
0.345,1,0.999523,-3.35911e-17,-1.46167e-17
0.346,1,0.999523,6.33428e-17,4.87617e-18
0.347,1,0.999523,-5.83724e-18,6.12595e-18
0.348,1,0.999523,2.92567e-17,-6.76204e-18
0.349,1,0.999523,-2.73214e-17,-3.47916e-18
0.35,1,0.999523,-5.36683e-17,6.35794e-19
0.351,1,0.999523,-2.43714e-17,-2.80736e-18
0.352,1,0.999523,1.06046e-17,-4.82675e-18
0.353,1,0.999523,1.451e-17,-8.27371e-18
0.354,1,0.999523,-1.52415e-17,9.77004e-18
0.355,1,0.999523,-3.06262e-17,8.00945e-19
0.356,1,0.999523,3.535e-17,-5.22672e-18
0.357,1,0.999523,-3.21361e-18,-2.59353e-18
0.358,1,0.999523,4.02935e-17,1.08345e-17
0.359,1,0.999523,1.89208e-17,-1.90283e-17
0.36,1,0.999523,1.58408e-17,-8.5761e-18
0.361,1,0.999523,1.14813e-17,1.64042e-17
0.362,1,0.999523,-6.04644e-17,4.52054e-19
0.363,1,0.999523,2.01304e-18,-1.36871e-17
0.364,1,0.999523,-3.97409e-17,-3.45378e-18
0.365,1,0.999523,-5.02988e-17,5.26795e-18
0.366,1,0.999523,-1.04906e-17,3.58316e-18
0.367,1,0.999523,-4.51511e-17,-4.96553e-19
0.368,1,0.999523,-1.51717e-17,-7.98945e-19
0.369,1,0.999523,-1.112e-17,3.708e-18
0.37,1,0.999523,8.09131e-18,2.08883e-18
0.371,1,0.999523,9.37646e-18,6.30205e-18
0.372,1,0.999523,5.69833e-18,-9.76835e-18
0.373,1,0.999523,-7.20735e-17,-4.98747e-18
0.374,1,0.999523,-3.46621e-17,6.46465e-18
0.375,1,0.999523,1.25833e-17,7.64197e-18
0.376,1,0.999523,4.03809e-17,-1.00781e-17
0.377,1,0.999523,1.27595e-17,1.45196e-17
0.378,1,0.999523,2.80694e-18,4.73331e-18
0.379,1,0.999523,-1.26017e-17,2.11981e-18
0.38,1,0.999523,-2.95955e-17,-3.67128e-18
0.381,1,0.999523,-1.25337e-17,-6.9128e-18
0.382,1,0.999523,1.49824e-17,1.28078e-17
0.383,1,0.999523,3.63995e-17,3.85418e-18
0.384,1,0.999523,4.81973e-18,7.85451e-18
0.385,1,0.999523,-2.85419e-17,-4.05914e-18
0.386,1,0.999523,1.72461e-18,-6.42126e-18
0.387,1,0.999523,1.82169e-17,6.08962e-19
0.388,1,0.999523,8.28274e-17,1.02186e-18
0.389,1,0.999523,-2.23319e-17,9.20222e-18
0.39,1,0.999523,2.55365e-17,1.64088e-19
0.391,1,0.999523,-3.60132e-17,-8.92626e-19
0.392,1,0.999523,3.25972e-17,-9.64196e-19
0.393,1,0.999523,-7.7696e-18,4.75278e-18
0.394,1,0.999523,5.34444e-18,-3.34061e-18
0.395,1,0.999523,-3.82777e-17,-4.63307e-18
0.396,1,0.999523,-7.49992e-17,-4.79835e-18
0.397,1,0.999523,1.26959e-17,-5.53141e-18
0.398,1,0.999523,5.13494e-18,3.11044e-18
0.399,1,0.999523,6.96418e-18,4.35166e-18
0.4,1,0.999523,-1.28564e-17,2.07928e-18
0.401,1,0.999523,1.61977e-18,2.96616e-18
0.402,1,0.999523,-2.65798e-17,-6.89138e-18
0.403,1,0.999523,-4.82185e-17,1.02693e-17
0.404,1,0.999523,6.748e-17,1.15847e-17
0.405,1,0.999523,-2.25853e-17,-1.04681e-17
0.406,1,0.999523,-7.21597e-18,-7.39549e-19
0.407,1,0.999523,-1.53179e-17,3.21115e-18
0.408,1,0.999523,2.36723e-17,7.73936e-18
0.409,1,0.999523,1.59042e-18,1.00125e-17
0.41,1,0.999523,-2.45347e-17,-5.26603e-18
0.411,1,0.999523,-9.29381e-17,5.72067e-18
0.412,1,0.999523,-1.29335e-17,-4.02291e-18
0.413,1,0.999523,1.84608e-17,4.3499e-18
0.414,1,0.999523,-5.81865e-19,2.01547e-18
0.415,1,0.999523,4.11148e-17,-1.13116e-17
0.416,1,0.999523,-3.68212e-17,5.3137e-18
0.417,1,0.999523,3.33576e-17,-1.34178e-17
0.418,1,0.999523,1.44585e-17,1.03214e-17
0.419,1,0.999523,1.00455e-17,-1.06609e-17
0.42,1,0.999523,1.53153e-17,5.99161e-18
0.421,1,0.999523,-4.08295e-17,4.84233e-18
0.422,1,0.999523,2.24293e-18,9.52331e-18
0.423,1,0.999523,-1.32172e-17,1.24185e-17
0.424,1,0.999523,1.80194e-17,1.41626e-17
0.425,1,0.999523,-1.03382e-17,1.07594e-18
0.426,1,0.999523,3.73604e-17,3.69099e-18
0.427,1,0.999523,-6.22183e-18,3.84169e-18
0.428,1,0.999523,2.59509e-17,3.72378e-18
0.429,1,0.999523,3.22116e-17,-5.3399e-18
0.43,1,0.999523,2.2608e-17,7.3332e-19
0.431,1,0.999523,1.91095e-17,8.607e-18
0.432,1,0.999523,-7.05422e-18,4.22088e-19
0.433,1,0.999523,-8.90608e-18,1.86725e-18
0.434,1,0.999523,-1.40461e-17,4.75184e-18
0.435,1,0.999523,-2.70212e-18,-2.445e-18
0.436,1,0.999523,1.20868e-17,-5.95368e-18
0.437,1,0.999523,2.27716e-17,-5.16008e-18
0.438,1,0.999523,-2.73276e-18,-5.75911e-18
0.439,1,0.999523,-1.34257e-17,-8.24803e-18
0.44,1,0.999523,-1.605e-17,-2.98556e-19
0.441,1,0.999523,3.66122e-17,-3.62562e-18
0.442,1,0.999523,2.37702e-17,1.77893e-18
0.443,1,0.999523,2.33379e-19,-1.70421e-18
0.444,1,0.999523,-2.37284e-17,3.69387e-18
0.445,1,0.999523,-4.37448e-17,-6.58806e-19
0.446,1,0.999523,5.71236e-17,9.629e-18
0.447,1,0.999523,5.21235e-18,5.36325e-19
0.448,1,0.999523,-5.63316e-17,-1.54281e-17
0.449,1,0.999523,-1.54197e-17,7.62011e-18
0.45,1,0.999523,-4.45459e-17,-7.98227e-18
0.451,1,0.999523,-2.29611e-17,-5.60236e-18
0.452,1,0.999523,-1.31979e-17,1.08362e-17
0.453,1,0.999523,-1.05071e-17,5.20504e-18
