t,norm,energy,x_avg,y_avg
0.551,1,1.66523,0.401518,0.246211
0.552,1,1.66523,0.401272,0.246611
0.553,1,1.66523,0.401026,0.247012
0.554,1,1.66523,0.400779,0.247412
0.555,1,1.66523,0.400532,0.247812
0.556,1,1.66523,0.400284,0.248211
0.557,1,1.66523,0.400037,0.248611
0.558,1,1.66523,0.399788,0.24901
0.559,1,1.66523,0.39954,0.249409
0.56,1,1.66523,0.399291,0.249808
0.561,1,1.66523,0.399041,0.250206
0.562,1,1.66523,0.398791,0.250604
0.563,1,1.66523,0.398541,0.251002
0.564,1,1.66523,0.398291,0.2514
0.565,1,1.66523,0.39804,0.251797
0.566,1,1.66523,0.397788,0.252194
0.567,1,1.66523,0.397536,0.252591
0.568,1,1.66523,0.397284,0.252988
0.569,1,1.66523,0.397031,0.253384
0.57,1,1.66523,0.396778,0.25378
0.571,1,1.66523,0.396525,0.254176
0.572,1,1.66523,0.396271,0.254572
0.573,1,1.66523,0.396017,0.254967
0.574,1,1.66523,0.395762,0.255363
0.575,1,1.66523,0.395507,0.255757
0.576,1,1.66523,0.395252,0.256152
0.577,1,1.66523,0.394996,0.256546
0.578,1,1.66523,0.39474,0.256941
0.579,1,1.66523,0.394484,0.257334
0.58,1,1.66523,0.394227,0.257728
0.581,1,1.66523,0.393969,0.258121
0.582,1,1.66523,0.393711,0.258514
0.583,1,1.66523,0.393453,0.258907
0.584,1,1.66523,0.393195,0.2593
0.585,1,1.66523,0.392936,0.259692
0.586,1,1.66523,0.392677,0.260084
0.587,1,1.66523,0.392417,0.260476
0.588,1,1.66523,0.392157,0.260868
0.589,1,1.66523,0.391896,0.261259
0.59,1,1.66523,0.391635,0.26165
0.591,1,1.66523,0.391374,0.262041
0.592,1,1.66523,0.391113,0.262431
0.593,1,1.66523,0.390851,0.262821
0.594,1,1.66523,0.390588,0.263211
0.595,1,1.66523,0.390325,0.263601
0.596,1,1.66523,0.390062,0.26399
0.597,1,1.66523,0.389799,0.26438
0.598,1,1.66523,0.389535,0.264769
0.599,1,1.66523,0.38927,0.265157
0.6,1,1.66523,0.389005,0.265546
0.601,1,1.66523,0.38874,0.265934
0.602,1,1.66523,0.388475,0.266322
0.603,1,1.66523,0.388209,0.266709
0.604,1,1.66523,0.387942,0.267096
0.605,1,1.66523,0.387676,0.267484
0.606,1,1.66523,0.387409,0.26787
0.607,1,1.66523,0.387141,0.268257
0.608,1,1.66523,0.386873,0.268643
0.609,1,1.66523,0.386605,0.269029
0.61,1,1.66523,0.386337,0.269415
0.611,1,1.66523,0.386068,0.2698
0.612,1,1.66523,0.385798,0.270185
0.613,1,1.66523,0.385528,0.27057
0.614,1,1.66523,0.385258,0.270955
0.615,1,1.66523,0.384988,0.271339
0.616,1,1.66523,0.384717,0.271723
0.617,1,1.66523,0.384445,0.272107
0.618,1,1.66523,0.384174,0.272491
0.619,1,1.66523,0.383902,0.272874
0.62,1,1.66523,0.383629,0.273257
0.621,1,1.66523,0.383356,0.27364
0.622,1,1.66523,0.383083,0.274022
0.623,1,1.66523,0.38281,0.274405
0.624,1,1.66523,0.382536,0.274786
0.625,1,1.66523,0.382261,0.275168
0.626,1,1.66523,0.381986,0.275549
0.627,1,1.66523,0.381711,0.275931
0.628,1,1.66523,0.381436,0.276311
0.629,1,1.66523,0.38116,0.276692
0.63,1,1.66523,0.380884,0.277072
0.631,1,1.66523,0.380607,0.277452
0.632,1,1.66523,0.38033,0.277832
0.633,1,1.66523,0.380053,0.278211
0.634,1,1.66523,0.379775,0.27859
0.635,1,1.66523,0.379497,0.278969
0.636,1,1.66523,0.379218,0.279348
0.637,1,1.66523,0.378939,0.279726
