t,min_u,max_u,mass,center_x,center_y,shape_error
2.94,0.000682222060553789,0.295446187127506,1.57079393714647,0.439787016260831,0.43978701626083,0.618842299242308
2.96,0.000693657035279501,0.293379808430714,1.57079393714647,0.459785567391856,0.459785567391857,0.620423268228649
2.98,0.000709648691202706,0.291069351238362,1.57079393714647,0.479784118522882,0.479784118522883,0.621991535171429
3,0.000730403734008952,0.288524399603022,1.57079393714647,0.499782669653908,0.499782669653911,0.623547263424422
3.02,0.000756176839158188,0.288254506276146,1.57079393714647,0.519781220784934,0.519781220784936,0.625090593728717
3.04,0.000787272317579323,0.287865559642158,1.57079393714647,0.539779771915961,0.539779771915961,0.626621702753962
3.06,0.000824045846524864,0.287212001484219,1.57079393714647,0.559778323046986,0.559778323046987,0.628140745089962
3.08,0.000866906242703916,0.286299276105406,1.57079393714647,0.579776874178012,0.579776874178013,0.629647872784337
3.1,0.000908344799286157,0.285133419803172,1.57079393714647,0.599775425309038,0.59977542530904,0.631143235390784
3.12,0.000911675130395787,0.283721020729057,1.57079393714647,0.619773976440065,0.619773976440067,0.632626980019631
3.14,0.00092021544979287,0.282069177721285,1.57079393714647,0.63977252757109,0.639772527571092,0.634099251390624
3.16,0.000934084784745521,0.280185458381601,1.57079393714647,0.659771078702117,0.659771078702118,0.635560191888046
3.18,0.000953450383209338,0.278077856658637,1.57079393714647,0.679769629833142,0.679769629833144,0.637009941618437
3.2,0.00097852889316582,0.275754750189626,1.57079393714647,0.699768180964168,0.69976818096417,0.638448638471287
3.22,0.00100958761556161,0.275508159553273,1.57079393714647,0.719766732095195,0.719766732095197,0.639876396072098
3.24,0.00104694581045321,0.275153131888067,1.57079393714647,0.73976528322622,0.739765283226221,0.6412933687758
3.26,0.00109097603490967,0.274556354406253,1.57079393714647,0.759763834357246,0.759763834357248,0.642699687177455
3.28,0.00114210549023431,0.273722579451401,1.57079393714647,0.779762385488272,0.779762385488276,0.644095479820175
3.3,0.00119189772954999,0.272657081739242,1.57079393714647,0.799760936619299,0.799760936619301,0.645480873231274
3.32,0.00119581946970904,0.271365624697489,1.57079393714647,0.819759487750325,0.819759487750327,0.646855991961225
3.34,0.00120592818406749,0.269854425870214,1.57079393714647,0.83975803888135,0.839758038881352,0.648220958625399
