# t b1 d1 e1 b2 d2 e2 b3 d3 e3 
0.256667 0.00178871 -0.0123208 0.000827365 2.42163e-06 -8.16062e-05 7.45187e-09 2.35355e-11 -3.92541e-09 5.08187e-18
0.256833 0.00178666 -0.0123066 0.000825467 2.40807e-06 -8.11492e-05 7.36863e-09 2.28866e-11 -3.86082e-09 4.88928e-18
0.257 0.00178461 -0.0122925 0.000823574 2.39458e-06 -8.06947e-05 7.28632e-09 2.22485e-11 -3.7969e-09 4.70297e-18
0.257167 0.00178256 -0.0122784 0.000821685 2.38117e-06 -8.02427e-05 7.20494e-09 2.1621e-11 -3.73365e-09 4.52278e-18
0.257333 0.00178052 -0.0122643 0.000819801 2.36783e-06 -7.97933e-05 7.12446e-09 2.1004e-11 -3.67107e-09 4.34854e-18
0.2575 0.00177847 -0.0122503 0.000817921 2.35457e-06 -7.93464e-05 7.04488e-09 2.03973e-11 -3.60915e-09 4.18009e-18
0.257667 0.00177643 -0.0122362 0.000816045 2.34138e-06 -7.8902e-05 6.96618e-09 1.98009e-11 -3.5479e-09 4.01728e-18
0.257833 0.0017744 -0.0122222 0.000814174 2.32827e-06 -7.84601e-05 6.88837e-09 1.92147e-11 -3.48732e-09 3.85995e-18
0.258 0.00177236 -0.0122081 0.000812306 2.31523e-06 -7.80207e-05 6.81143e-09 1.86385e-11 -3.42739e-09 3.70794e-18
0.258167 0.00177033 -0.0121941 0.000810443 2.30226e-06 -7.75837e-05 6.73534e-09 1.80722e-11 -3.36813e-09 3.56112e-18
0.258333 0.0017683 -0.0121801 0.000808585 2.28937e-06 -7.71492e-05 6.66011e-09 1.75158e-11 -3.30953e-09 3.41932e-18
0.2585 0.00176627 -0.0121662 0.00080673 2.27655e-06 -7.67171e-05 6.58572e-09 1.6969e-11 -3.25158e-09 3.28242e-18
0.258667 0.00176424 -0.0121522 0.00080488 2.2638e-06 -7.62874e-05 6.51215e-09 1.64319e-11 -3.19429e-09 3.15027e-18
0.258833 0.00176222 -0.0121383 0.000803034 2.25112e-06 -7.58602e-05 6.43941e-09 1.59043e-11 -3.13765e-09 3.02273e-18
0.259 0.00176019 -0.0121243 0.000801193 2.23851e-06 -7.54353e-05 6.36748e-09 1.5386e-11 -3.08166e-09 2.89968e-18
0.259167 0.00175817 -0.0121104 0.000799355 2.22597e-06 -7.50128e-05 6.29636e-09 1.48771e-11 -3.02632e-09 2.78098e-18
0.259333 0.00175616 -0.0120965 0.000797522 2.21351e-06 -7.45927e-05 6.22603e-09 1.43773e-11 -2.97162e-09 2.6665e-18
0.2595 0.00175414 -0.0120826 0.000795693 2.20111e-06 -7.41749e-05 6.15648e-09 1.38865e-11 -2.91757e-09 2.55613e-18
0.259667 0.00175213 -0.0120688 0.000793868 2.18878e-06 -7.37595e-05 6.08771e-09 1.34047e-11 -2.86415e-09 2.44973e-18
0.259833 0.00175012 -0.0120549 0.000792047 2.17652e-06 -7.33464e-05 6.01971e-09 1.29318e-11 -2.81137e-09 2.3472e-18
0.26 0.00174811 -0.0120411 0.000790231 2.16433e-06 -7.29356e-05 5.95247e-09 1.24676e-11 -2.75923e-09 2.2484e-18
0.260167 0.00174611 -0.0120273 0.000788419 2.15221e-06 -7.25271e-05 5.88598e-09 1.20121e-11 -2.70772e-09 2.15324e-18
0.260333 0.0017441 -0.0120135 0.000786611 2.14016e-06 -7.21209e-05 5.82024e-09 1.1565e-11 -2.65683e-09 2.0616e-18
0.2605 0.0017421 -0.0119997 0.000784807 2.12817e-06 -7.1717e-05 5.75522e-09 1.11264e-11 -2.60657e-09 1.97337e-18
0.260667 0.0017401 -0.0119859 0.000783007 2.11625e-06 -7.13153e-05 5.69094e-09 1.06962e-11 -2.55693e-09 1.88845e-18
0.260833 0.00173811 -0.0119722 0.000781211 2.1044e-06 -7.09159e-05 5.62737e-09 1.02741e-11 -2.50791e-09 1.80673e-18
0.261 0.00173611 -0.0119585 0.000779419 2.09261e-06 -7.05187e-05 5.56451e-09 9.86021e-12 -2.4595e-09 1.72811e-18
0.261167 0.00173412 -0.0119447 0.000777632 2.08089e-06 -7.01237e-05 5.50236e-09 9.4543e-12 -2.4117e-09 1.6525e-18
0.261333 0.00173213 -0.011931 0.000775848 2.06924e-06 -6.9731e-05 5.4409e-09 9.05631e-12 -2.36451e-09 1.5798e-18
0.2615 0.00173014 -0.0119173 0.000774069 2.05765e-06 -6.93405e-05 5.38012e-09 8.66613e-12 -2.31793e-09 1.50992e-18
0.261667 0.00172816 -0.0119037 0.000772294 2.04612e-06 -6.89521e-05 5.32002e-09 8.28367e-12 -2.27194e-09 1.44276e-18
0.261833 0.00172617 -0.01189 0.000770523 2.03466e-06 -6.85659e-05 5.2606e-09 7.90882e-12 -2.22655e-09 1.37824e-18
0.262 0.00172419 -0.0118764 0.000768756 2.02327e-06 -6.81819e-05 5.20184e-09 7.54148e-12 -2.18176e-09 1.31627e-18
0.262167 0.00172222 -0.0118627 0.000766992 2.01194e-06 -6.78e-05 5.14373e-09 7.18156e-12 -2.13755e-09 1.25677e-18
0.262333 0.00172024 -0.0118491 0.000765233 2.00067e-06 -6.74203e-05 5.08628e-09 6.82896e-12 -2.09393e-09 1.19966e-18
0.2625 0.00171827 -0.0118355 0.000763478 1.98946e-06 -6.70427e-05 5.02946e-09 6.48359e-12 -2.05089e-09 1.14486e-18
0.262667 0.00171629 -0.011822 0.000761728 1.97832e-06 -6.66672e-05 4.97328e-09 6.14533e-12 -2.00843e-09 1.09228e-18
0.262833 0.00171433 -0.0118084 0.000759981 1.96724e-06 -6.62938e-05 4.91773e-09 5.81411e-12 -1.96654e-09 1.04186e-18
0.263 0.00171236 -0.0117948 0.000758238 1.95622e-06 -6.59225e-05 4.8628e-09 5.48982e-12 -1.92522e-09 9.9352e-19
0.263167 0.00171039 -0.0117813 0.000756499 1.94527e-06 -6.55533e-05 4.80848e-09 5.17237e-12 -1.88446e-09 9.4719e-19
0.263333 0.00170843 -0.0117678 0.000754764 1.93437e-06 -6.51862e-05 4.75477e-09 4.86167e-12 -1.84427e-09 9.02801e-19
0.2635 0.00170647 -0.0117543 0.000753033 1.92354e-06 -6.48211e-05 4.70166e-09 4.55762e-12 -1.80463e-09 8.60285e-19
0.263667 0.00170451 -0.0117408 0.000751306 1.91276e-06 -6.4458e-05 4.64914e-09 4.26012e-12 -1.76555e-09 8.19576e-19
0.263833 0.00170256 -0.0117273 0.000749583 1.90205e-06 -6.4097e-05 4.59721e-09 3.9691e-12 -1.72701e-09 7.80612e-19
0.264 0.0017006 -0.0117139 0.000747864 1.8914e-06 -6.3738e-05 4.54586e-09 3.68446e-12 -1.68902e-09 7.43331e-19
0.264167 0.00169865 -0.0117004 0.000746149 1.88081e-06 -6.33811e-05 4.49508e-09 3.4061e-12 -1.65156e-09 7.07671e-19
0.264333 0.0016967 -0.011687 0.000744437 1.87027e-06 -6.30261e-05 4.44487e-09 3.13393e-12 -1.61465e-09 6.73575e-19
0.2645 0.00169476 -0.0116736 0.00074273 1.8598e-06 -6.26731e-05 4.39522e-09 2.86788e-12 -1.57826e-09 6.40987e-19
0.264667 0.00169281 -0.0116602 0.000741027 1.84938e-06 -6.23221e-05 4.34613e-09 2.60785e-12 -1.5424e-09 6.0985e-19
0.264833 0.00169087 -0.0116468 0.000739327 1.83902e-06 -6.1973e-05 4.29758e-09 2.35374e-12 -1.50707e-09 5.80113e-19
0.265 0.00168893 -0.0116335 0.000737632 1.82872e-06 -6.16259e-05 4.24958e-09 2.10549e-12 -1.47225e-09 5.51722e-19
0.265167 0.00168699 -0.0116201 0.00073594 1.81848e-06 -6.12808e-05 4.20211e-09 1.86299e-12 -1.43795e-09 5.24627e-19
0.265333 0.00168506 -0.0116068 0.000734252 1.8083e-06 -6.09376e-05 4.15517e-09 1.62617e-12 -1.40415e-09 4.98781e-19
0.2655 0.00168312 -0.0115935 0.000732568 1.79817e-06 -6.05963e-05 4.10876e-09 1.39494e-12 -1.37086e-09 4.74135e-19
0.265667 0.00168119 -0.0115802 0.000730888 1.7881e-06 -6.02569e-05 4.06286e-09 1.16922e-12 -1.33807e-09 4.50644e-19
0.265833 0.00167926 -0.0115669 0.000729212 1.77808e-06 -5.99194e-05 4.01748e-09 9.4892e-13 -1.30578e-09 4.28263e-19
0.266 0.00167734 -0.0115536 0.00072754 1.76812e-06 -5.95838e-05 3.97261e-09 7.33961e-13 -1.27398e-09 4.06949e-19
0.266167 0.00167541 -0.0115404 0.000725871 1.75822e-06 -5.92501e-05 3.92823e-09 5.24262e-13 -1.24266e-09 3.86661e-19
0.266333 0.00167349 -0.0115271 0.000724206 1.74837e-06 -5.89183e-05 3.88435e-09 3.19741e-13 -1.21183e-09 3.67358e-19
0.2665 0.00167157 -0.0115139 0.000722546 1.73858e-06 -5.85883e-05 3.84096e-09 1.2032e-13 -1.18147e-09 3.49001e-19
0.266667 0.00166965 -0.0115007 0.000720888 1.72884e-06 -5.82602e-05 3.79806e-09 -7.40824e-14 -1.15159e-09 3.31552e-19
0.266833 0.00166774 -0.0114875 0.000719235 1.71916e-06 -5.79339e-05 3.75564e-09 -2.63544e-13 -1.12218e-09 3.14974e-19
0.267 0.00166582 -0.0114743 0.000717586 1.70953e-06 -5.76094e-05 3.71369e-09 -4.48141e-13 -1.09323e-09 2.99232e-19
0.267167 0.00166391 -0.0114611 0.00071594 1.69996e-06 -5.72867e-05 3.6722e-09 -6.27952e-13 -1.06474e-09 2.84292e-19
0.267333 0.001662 -0.011448 0.000714298 1.69044e-06 -5.69659e-05 3.63119e-09 -8.03054e-13 -1.0367e-09 2.70121e-19
0.2675 0.0016601 -0.0114349 0.00071266 1.68097e-06 -5.66468e-05 3.59062e-09 -9.73521e-13 -1.00912e-09 2.56685e-19
0.267667 0.00165819 -0.0114217 0.000711025 1.67156e-06 -5.63296e-05 3.55052e-09 -1.13943e-12 -9.81985e-10 2.43956e-19
0.267833 0.00165629 -0.0114086 0.000709395 1.66219e-06 -5.60141e-05 3.51086e-09 -1.30085e-12 -9.5529e-10 2.31901e-19
0.268 0.00165439 -0.0113955 0.000707768 1.65288e-06 -5.57004e-05 3.47164e-09 -1.45786e-12 -9.29032e-10 2.20493e-19
0.268167 0.00165249 -0.0113825 0.000706145 1.64363e-06 -5.53884e-05 3.43286e-09 -1.61053e-12 -9.03207e-10 2.09704e-19
0.268333 0.00165059 -0.0113694 0.000704525 1.63442e-06 -5.50782e-05 3.39452e-09 -1.75893e-12 -8.7781e-10 1.99506e-19
0.2685 0.0016487 -0.0113564 0.00070291 1.62527e-06 -5.47697e-05 3.3566e-09 -1.90313e-12 -8.52837e-10 1.89873e-19
0.268667 0.00164681 -0.0113433 0.000701297 1.61617e-06 -5.4463e-05 3.31911e-09 -2.04321e-12 -8.28283e-10 1.80781e-19
0.268833 0.00164492 -0.0113303 0.000699689 1.60711e-06 -5.41579e-05 3.28203e-09 -2.17922e-12 -8.04143e-10 1.72204e-19
0.269 0.00164303 -0.0113173 0.000698084 1.59811e-06 -5.38546e-05 3.24537e-09 -2.31125e-12 -7.80414e-10 1.6412e-19
0.269167 0.00164115 -0.0113043 0.000696483 1.58916e-06 -5.3553e-05 3.20912e-09 -2.43936e-12 -7.57091e-10 1.56506e-19
0.269333 0.00163926 -0.0112914 0.000694886 1.58026e-06 -5.32531e-05 3.17328e-09 -2.56362e-12 -7.34169e-10 1.49341e-19
0.2695 0.00163738 -0.0112784 0.000693293 1.57141e-06 -5.29548e-05 3.13783e-09 -2.68408e-12 -7.11644e-10 1.42603e-19
0.269667 0.0016355 -0.0112655 0.000691703 1.56261e-06 -5.26582e-05 3.10278e-09 -2.80083e-12 -6.89512e-10 1.36271e-19
0.269833 0.00163363 -0.0112525 0.000690116 1.55386e-06 -5.23633e-05 3.06812e-09 -2.91392e-12 -6.67768e-10 1.30328e-19
0.27 0.00163175 -0.0112396 0.000688533 1.54516e-06 -5.207e-05 3.03385e-09 -3.02342e-12 -6.46407e-10 1.24753e-19
0.270167 0.00162988 -0.0112267 0.000686954 1.5365e-06 -5.17784e-05 2.99996e-09 -3.12939e-12 -6.25426e-10 1.19529e-19
0.270333 0.00162801 -0.0112139 0.000685379 1.5279e-06 -5.14884e-05 2.96645e-09 -3.2319e-12 -6.0482e-10 1.14639e-19
0.2705 0.00162614 -0.011201 0.000683807 1.51934e-06 -5.12e-05 2.93332e-09 -3.331e-12 -5.84584e-10 1.10066e-19
0.270667 0.00162428 -0.0111881 0.000682239 1.51083e-06 -5.09133e-05 2.90055e-09 -3.42676e-12 -5.64715e-10 1.05794e-19
0.270833 0.00162241 -0.0111753 0.000680674 1.50237e-06 -5.06281e-05 2.86815e-09 -3.51924e-12 -5.45207e-10 1.01807e-19
0.271 0.00162055 -0.0111625 0.000679113 1.49395e-06 -5.03446e-05 2.83611e-09 -3.60849e-12 -5.26058e-10 9.80903e-20
0.271167 0.00161869 -0.0111497 0.000677556 1.48559e-06 -5.00626e-05 2.80444e-09 -3.69459e-12 -5.07261e-10 9.46305e-20
0.271333 0.00161684 -0.0111369 0.000676002 1.47727e-06 -4.97822e-05 2.77311e-09 -3.77758e-12 -4.88814e-10 9.14135e-20
0.2715 0.00161498 -0.0111241 0.000674451 1.46899e-06 -4.95034e-05 2.74213e-09 -3.85753e-12 -4.70712e-10 8.84262e-20
0.271667 0.00161313 -0.0111113 0.000672905 1.46076e-06 -4.92261e-05 2.7115e-09 -3.93448e-12 -4.52951e-10 8.5656e-20
0.271833 0.00161128 -0.0110986 0.000671361 1.45258e-06 -4.89504e-05 2.68122e-09 -4.00851e-12 -4.35526e-10 8.30909e-20
0.272 0.00160943 -0.0110859 0.000669822 1.44445e-06 -4.86763e-05 2.65127e-09 -4.07966e-12 -4.18433e-10 8.07193e-20
0.272167 0.00160758 -0.0110731 0.000668286 1.43636e-06 -4.84037e-05 2.62165e-09 -4.14799e-12 -4.01669e-10 7.85302e-20
0.272333 0.00160574 -0.0110604 0.000666753 1.42831e-06 -4.81326e-05 2.59237e-09 -4.21355e-12 -3.85229e-10 7.6513e-20
0.2725 0.0016039 -0.0110477 0.000665224 1.42031e-06 -4.7863e-05 2.56341e-09 -4.2764e-12 -3.69109e-10 7.46575e-20
0.272667 0.00160205 -0.0110351 0.000663698 1.41236e-06 -4.75949e-05 2.53478e-09 -4.33659e-12 -3.53305e-10 7.2954e-20
0.272833 0.00160022 -0.0110224 0.000662176 1.40445e-06 -4.73284e-05 2.50646e-09 -4.39417e-12 -3.37812e-10 7.13932e-20
0.273 0.00159838 -0.0110098 0.000660658 1.39658e-06 -4.70633e-05 2.47847e-09 -4.44919e-12 -3.22628e-10 6.99663e-20
0.273167 0.00159655 -0.0109971 0.000659142 1.38876e-06 -4.67997e-05 2.45078e-09 -4.50171e-12 -3.07747e-10 6.86648e-20
0.273333 0.00159472 -0.0109845 0.000657631 1.38098e-06 -4.65376e-05 2.42341e-09 -4.55177e-12 -2.93166e-10 6.74806e-20
0.2735 0.00159289 -0.0109719 0.000656122 1.37325e-06 -4.62769e-05 2.39634e-09 -4.59943e-12 -2.78882e-10 6.64058e-20
0.273667 0.00159106 -0.0109593 0.000654618 1.36556e-06 -4.60178e-05 2.36957e-09 -4.64473e-12 -2.64889e-10 6.54333e-20
0.273833 0.00158923 -0.0109467 0.000653116 1.35791e-06 -4.576e-05 2.3431e-09 -4.68773e-12 -2.51184e-10 6.45559e-20
0.274 0.00158741 -0.0109342 0.000651619 1.3503e-06 -4.55037e-05 2.31693e-09 -4.72846e-12 -2.37764e-10 6.37669e-20
0.274167 0.00158559 -0.0109216 0.000650124 1.34274e-06 -4.52489e-05 2.29105e-09 -4.76698e-12 -2.24624e-10 6.30599e-20
0.274333 0.00158377 -0.0109091 0.000648633 1.33522e-06 -4.49955e-05 2.26546e-09 -4.80334e-12 -2.11761e-10 6.24289e-20
0.2745 0.00158195 -0.0108966 0.000647146 1.32774e-06 -4.47435e-05 2.24015e-09 -4.83757e-12 -1.9917e-10 6.18681e-20
0.274667 0.00158014 -0.0108841 0.000645661 1.32031e-06 -4.44929e-05 2.21513e-09 -4.86973e-12 -1.86848e-10 6.1372e-20
0.274833 0.00157832 -0.0108716 0.000644181 1.31291e-06 -4.42437e-05 2.19039e-09 -4.89985e-12 -1.74792e-10 6.09354e-20
0.275 0.00157651 -0.0108591 0.000642703 1.30556e-06 -4.39959e-05 2.16592e-09 -4.92799e-12 -1.62997e-10 6.05532e-20
0.275167 0.0015747 -0.0108467 0.000641229 1.29825e-06 -4.37495e-05 2.14173e-09 -4.95418e-12 -1.51461e-10 6.02209e-20
0.275333 0.0015729 -0.0108342 0.000639759 1.29098e-06 -4.35044e-05 2.1178e-09 -4.97848e-12 -1.40178e-10 5.99339e-20
0.2755 0.00157109 -0.0108218 0.000638292 1.28374e-06 -4.32608e-05 2.09415e-09 -5.00091e-12 -1.29146e-10 5.96881e-20
0.275667 0.00156929 -0.0108094 0.000636828 1.27656e-06 -4.30185e-05 2.07076e-09 -5.02152e-12 -1.18362e-10 5.94795e-20
0.275833 0.00156749 -0.010797 0.000635367 1.26941e-06 -4.27776e-05 2.04763e-09 -5.04036e-12 -1.0782e-10 5.93042e-20
0.276 0.00156569 -0.0107846 0.00063391 1.2623e-06 -4.2538e-05 2.02475e-09 -5.05746e-12 -9.75191e-11 5.91588e-20
0.276167 0.00156389 -0.0107722 0.000632456 1.25523e-06 -4.22997e-05 2.00214e-09 -5.07287e-12 -8.74543e-11 5.90398e-20
0.276333 0.0015621 -0.0107598 0.000631006 1.2482e-06 -4.20628e-05 1.97977e-09 -5.08662e-12 -7.76224e-11 5.89441e-20
0.2765 0.00156031 -0.0107475 0.000629559 1.24121e-06 -4.18272e-05 1.95766e-09 -5.09874e-12 -6.80202e-11 5.88686e-20
0.276667 0.00155852 -0.0107352 0.000628115 1.23425e-06 -4.1593e-05 1.93579e-09 -5.10929e-12 -5.86441e-11 5.88107e-20
0.276833 0.00155673 -0.0107229 0.000626674 1.22734e-06 -4.136e-05 1.91417e-09 -5.11829e-12 -4.94907e-11 5.87677e-20
0.277 0.00155494 -0.0107106 0.000625237 1.22047e-06 -4.11284e-05 1.89279e-09 -5.12579e-12 -4.05568e-11 5.8737e-20
0.277167 0.00155316 -0.0106983 0.000623803 1.21363e-06 -4.0898e-05 1.87164e-09 -5.13181e-12 -3.1839e-11 5.87164e-20
0.277333 0.00155138 -0.010686 0.000622373 1.20683e-06 -4.0669e-05 1.85074e-09 -5.1364e-12 -2.33339e-11 5.87037e-20
0.2775 0.0015496 -0.0106737 0.000620945 1.20008e-06 -4.04412e-05 1.83007e-09 -5.13959e-12 -1.50384e-11 5.86968e-20
0.277667 0.00154782 -0.0106615 0.000619521 1.19335e-06 -4.02147e-05 1.80962e-09 -5.14141e-12 -6.94914e-12 5.8694e-20
0.277833 0.00154604 -0.0106492 0.0006181 1.18667e-06 -3.99895e-05 1.78941e-09 -5.1419e-12 9.37002e-13 5.86934e-20
0.278 0.00154427 -0.010637 0.000616683 1.18002e-06 -3.97655e-05 1.76942e-09 -5.1411e-12 8.62322e-12 5.86934e-20
0.278167 0.0015425 -0.0106248 0.000615269 1.17342e-06 -3.95428e-05 1.74966e-09 -5.13903e-12 1.61126e-11 5.86925e-20
0.278333 0.00154073 -0.0106126 0.000613858 1.16684e-06 -3.93213e-05 1.73011e-09 -5.13573e-12 2.34084e-11 5.86892e-20
0.2785 0.00153896 -0.0106005 0.00061245 1.16031e-06 -3.91011e-05 1.71079e-09 -5.13123e-12 3.05136e-11 5.86824e-20
0.278667 0.00153719 -0.0105883 0.000611045 1.15381e-06 -3.88821e-05 1.69168e-09 -5.12556e-12 3.74312e-11 5.86708e-20
0.278833 0.00153543 -0.0105761 0.000609644 1.14735e-06 -3.86643e-05 1.67278e-09 -5.11875e-12 4.41643e-11 5.86534e-20
0.279 0.00153367 -0.010564 0.000608246 1.14092e-06 -3.84478e-05 1.6541e-09 -5.11084e-12 5.07159e-11 5.86291e-20
0.279167 0.00153191 -0.0105519 0.000606851 1.13453e-06 -3.82324e-05 1.63562e-09 -5.10185e-12 5.70889e-11 5.8597e-20
0.279333 0.00153015 -0.0105398 0.000605459 1.12818e-06 -3.80183e-05 1.61735e-09 -5.09181e-12 6.32863e-11 5.85563e-20
0.2795 0.0015284 -0.0105277 0.00060407 1.12186e-06 -3.78054e-05 1.59929e-09 -5.08075e-12 6.93109e-11 5.85063e-20
0.279667 0.00152664 -0.0105156 0.000602685 1.11558e-06 -3.75937e-05 1.58142e-09 -5.0687e-12 7.51657e-11 5.84464e-20
0.279833 0.00152489 -0.0105035 0.000601303 1.10933e-06 -3.73831e-05 1.56376e-09 -5.05569e-12 8.08534e-11 5.83759e-20
0.28 0.00152314 -0.0104915 0.000599924 1.10311e-06 -3.71737e-05 1.54629e-09 -5.04175e-12 8.63769e-11 5.82942e-20
0.280167 0.00152139 -0.0104795 0.000598548 1.09694e-06 -3.69655e-05 1.52902e-09 -5.0269e-12 9.17389e-11 5.82011e-20
0.280333 0.00151965 -0.0104674 0.000597175 1.09079e-06 -3.67585e-05 1.51194e-09 -5.01117e-12 9.69422e-11 5.8096e-20
0.2805 0.0015179 -0.0104554 0.000595806 1.08468e-06 -3.65526e-05 1.49505e-09 -4.99459e-12 1.0199e-10 5.79787e-20
0.280667 0.00151616 -0.0104434 0.000594439 1.07861e-06 -3.63479e-05 1.47835e-09 -4.97718e-12 1.06884e-10 5.78488e-20
0.280833 0.00151442 -0.0104314 0.000593076 1.07257e-06 -3.61443e-05 1.46184e-09 -4.95896e-12 1.11627e-10 5.77061e-20
0.281 0.00151269 -0.0104195 0.000591716 1.06656e-06 -3.59419e-05 1.44551e-09 -4.93997e-12 1.16222e-10 5.75505e-20
0.281167 0.00151095 -0.0104075 0.000590359 1.06059e-06 -3.57406e-05 1.42936e-09 -4.92022e-12 1.20672e-10 5.73818e-20
0.281333 0.00150922 -0.0103956 0.000589005 1.05465e-06 -3.55404e-05 1.4134e-09 -4.89974e-12 1.2498e-10 5.71999e-20
0.2815 0.00150748 -0.0103837 0.000587654 1.04874e-06 -3.53414e-05 1.39761e-09 -4.87856e-12 1.29146e-10 5.70048e-20
0.281667 0.00150576 -0.0103717 0.000586306 1.04287e-06 -3.51434e-05 1.382e-09 -4.85669e-12 1.33175e-10 5.67965e-20
0.281833 0.00150403 -0.0103598 0.000584962 1.03703e-06 -3.49466e-05 1.36656e-09 -4.83417e-12 1.37069e-10 5.6575e-20
0.282 0.0015023 -0.010348 0.00058362 1.03122e-06 -3.47509e-05 1.3513e-09 -4.811e-12 1.4083e-10 5.63403e-20
0.282167 0.00150058 -0.0103361 0.000582282 1.02544e-06 -3.45562e-05 1.3362e-09 -4.78723e-12 1.44461e-10 5.60925e-20
0.282333 0.00149886 -0.0103242 0.000580946 1.0197e-06 -3.43627e-05 1.32128e-09 -4.76285e-12 1.47963e-10 5.58318e-20
0.2825 0.00149714 -0.0103124 0.000579614 1.01399e-06 -3.41703e-05 1.30652e-09 -4.7379e-12 1.5134e-10 5.55583e-20
0.282667 0.00149542 -0.0103005 0.000578285 1.00831e-06 -3.39789e-05 1.29192e-09 -4.7124e-12 1.54593e-10 5.52722e-20
0.282833 0.0014937 -0.0102887 0.000576958 1.00266e-06 -3.37886e-05 1.27749e-09 -4.68637e-12 1.57726e-10 5.49737e-20
0.283 0.00149199 -0.0102769 0.000575635 9.97046e-07 -3.35993e-05 1.26322e-09 -4.65983e-12 1.60739e-10 5.46629e-20
0.283167 0.00149028 -0.0102651 0.000574315 9.91461e-07 -3.34111e-05 1.24911e-09 -4.63279e-12 1.63637e-10 5.43401e-20
0.283333 0.00148857 -0.0102534 0.000572998 9.85909e-07 -3.3224e-05 1.23516e-09 -4.60528e-12 1.6642e-10 5.40056e-20
0.2835 0.00148686 -0.0102416 0.000571684 9.80387e-07 -3.30379e-05 1.22136e-09 -4.57732e-12 1.6909e-10 5.36596e-20
0.283667 0.00148515 -0.0102298 0.000570373 9.74896e-07 -3.28529e-05 1.20772e-09 -4.54892e-12 1.71651e-10 5.33024e-20
0.283833 0.00148345 -0.0102181 0.000569065 9.69436e-07 -3.26689e-05 1.19423e-09 -4.5201e-12 1.74105e-10 5.29342e-20
0.284 0.00148175 -0.0102064 0.00056776 9.64006e-07 -3.24859e-05 1.18089e-09 -4.49088e-12 1.76452e-10 5.25555e-20
0.284167 0.00148005 -0.0101947 0.000566458 9.58607e-07 -3.2304e-05 1.1677e-09 -4.46128e-12 1.78696e-10 5.21665e-20
0.284333 0.00147835 -0.010183 0.000565158 9.53238e-07 -3.21231e-05 1.15466e-09 -4.43132e-12 1.80839e-10 5.17676e-20
0.2845 0.00147665 -0.0101713 0.000563862 9.47899e-07 -3.19432e-05 1.14176e-09 -4.40101e-12 1.82882e-10 5.1359e-20
0.284667 0.00147496 -0.0101596 0.000562569 9.42591e-07 -3.17643e-05 1.12901e-09 -4.37036e-12 1.84828e-10 5.09411e-20
0.284833 0.00147327 -0.010148 0.000561279 9.37311e-07 -3.15864e-05 1.11639e-09 -4.3394e-12 1.86678e-10 5.05143e-20
0.285 0.00147158 -0.0101363 0.000559992 9.32062e-07 -3.14094e-05 1.10392e-09 -4.30813e-12 1.88435e-10 5.00788e-20
0.285167 0.00146989 -0.0101247 0.000558707 9.26842e-07 -3.12335e-05 1.09159e-09 -4.27658e-12 1.901e-10 4.96352e-20
0.285333 0.0014682 -0.0101131 0.000557426 9.21651e-07 -3.10586e-05 1.0794e-09 -4.24477e-12 1.91675e-10 4.91837e-20
0.2855 0.00146652 -0.0101015 0.000556148 9.16489e-07 -3.08847e-05 1.06734e-09 -4.21269e-12 1.93163e-10 4.87246e-20
0.285667 0.00146483 -0.0100899 0.000554872 9.11356e-07 -3.07117e-05 1.05542e-09 -4.18038e-12 1.94565e-10 4.82584e-20
0.285833 0.00146315 -0.0100783 0.0005536 9.06251e-07 -3.05397e-05 1.04363e-09 -4.14784e-12 1.95882e-10 4.77854e-20
0.286 0.00146148 -0.0100667 0.00055233 9.01176e-07 -3.03686e-05 1.03197e-09 -4.11508e-12 1.97118e-10 4.7306e-20
0.286167 0.0014598 -0.0100552 0.000551063 8.96129e-07 -3.01985e-05 1.02045e-09 -4.08213e-12 1.98272e-10 4.68205e-20
0.286333 0.00145812 -0.0100437 0.0005498 8.9111e-07 -3.00294e-05 1.00905e-09 -4.04899e-12 1.99348e-10 4.63293e-20
0.2865 0.00145645 -0.0100321 0.000548539 8.86119e-07 -2.98612e-05 9.97777e-10 -4.01568e-12 2.00347e-10 4.58327e-20
0.286667 0.00145478 -0.0100206 0.000547281 8.81156e-07 -2.9694e-05 9.86632e-10 -3.98221e-12 2.01271e-10 4.53312e-20
0.286833 0.00145311 -0.0100091 0.000546026 8.76221e-07 -2.95277e-05 9.75612e-10 -3.94859e-12 2.02121e-10 4.4825e-20
0.287 0.00145144 -0.00999764 0.000544773 8.71313e-07 -2.93623e-05 9.64714e-10 -3.91484e-12 2.02898e-10 4.43145e-20
0.287167 0.00144978 -0.00998617 0.000543524 8.66433e-07 -2.91978e-05 9.53938e-10 -3.88096e-12 2.03606e-10 4.38001e-20
0.287333 0.00144811 -0.00997471 0.000542277 8.61581e-07 -2.90343e-05 9.43282e-10 -3.84697e-12 2.04244e-10 4.32821e-20
0.2875 0.00144645 -0.00996326 0.000541034 8.56755e-07 -2.88717e-05 9.32746e-10 -3.81288e-12 2.04816e-10 4.27608e-20
0.287667 0.00144479 -0.00995183 0.000539793 8.51957e-07 -2.871e-05 9.22327e-10 -3.7787e-12 2.05322e-10 4.22366e-20
0.287833 0.00144314 -0.00994041 0.000538555 8.47185e-07 -2.85492e-05 9.12025e-10 -3.74444e-12 2.05763e-10 4.17098e-20
