# t  Ekin  Epot  Etot
0 6.62751e-05 0.345348 0.345414
0.000166667 0.000261739 0.345149 0.345411
0.000333333 0.000576475 0.344821 0.345398
0.0005 0.00100095 0.344368 0.345369
0.000666667 0.0015261 0.343793 0.345319
0.000833333 0.00214333 0.343099 0.345243
0.001 0.00284444 0.342291 0.345136
0.00116667 0.00362167 0.341372 0.344993
0.00133333 0.00446765 0.340345 0.344812
0.0015 0.00537537 0.339214 0.344589
0.00166667 0.00633821 0.337982 0.344321
0.00183333 0.00734989 0.336654 0.344004
0.002 0.00840447 0.335232 0.343636
0.00216667 0.00949635 0.33372 0.343216
0.00233333 0.0106202 0.332121 0.342742
0.0025 0.0117711 0.33044 0.342211
0.00266667 0.0129442 0.328678 0.341622
0.00283333 0.0141351 0.32684 0.340975
0.003 0.0153398 0.324929 0.340269
0.00316667 0.0165541 0.322948 0.339502
0.00333333 0.0177745 0.3209 0.338674
0.0035 0.0189976 0.318788 0.337786
0.00366667 0.02022 0.316616 0.336836
0.00383333 0.0214388 0.314387 0.335825
0.004 0.0226512 0.312103 0.334754
0.00416667 0.0238545 0.309767 0.333621
0.00433333 0.0250464 0.307382 0.332429
0.0045 0.0262246 0.304952 0.331177
0.00466667 0.0273871 0.302479 0.329866
0.00483333 0.0285318 0.299965 0.328497
0.005 0.0296571 0.297413 0.32707
0.00516667 0.0307613 0.294826 0.325587
0.00533333 0.031843 0.292207 0.32405
0.0055 0.0329008 0.289557 0.322458
0.00566667 0.0339335 0.286879 0.320813
0.00583333 0.0349401 0.284176 0.319116
0.006 0.0359195 0.28145 0.31737
0.00616667 0.0368709 0.278703 0.315574
0.00633333 0.0377935 0.275937 0.313731
0.0065 0.0386867 0.273154 0.311841
0.00666667 0.0395499 0.270357 0.309907
0.00683333 0.0403826 0.267547 0.30793
0.007 0.0411844 0.264726 0.305911
0.00716667 0.041955 0.261897 0.303852
0.00733333 0.0426942 0.25906 0.301754
0.0075 0.0434017 0.256218 0.29962
0.00766667 0.0440775 0.253372 0.29745
0.00783333 0.0447215 0.250525 0.295246
0.008 0.0453338 0.247676 0.29301
0.00816667 0.0459143 0.244829 0.290744
0.00833333 0.0464632 0.241985 0.288448
0.0085 0.0469807 0.239145 0.286125
0.00866667 0.0474669 0.236309 0.283776
0.00883333 0.0479222 0.233481 0.281403
0.009 0.0483468 0.23066 0.279007
0.00916667 0.048741 0.227849 0.27659
0.00933333 0.0491052 0.225048 0.274153
0.0095 0.0494398 0.222258 0.271698
0.00966667 0.0497452 0.219481 0.269226
0.00983333 0.0500218 0.216717 0.266739
0.01 0.0502701 0.213968 0.264238
0.0101667 0.0504906 0.211234 0.261725
0.0103333 0.0506838 0.208517 0.259201
0.0105 0.0508502 0.205816 0.256667
0.0106667 0.0509904 0.203134 0.254124
0.0108333 0.0511049 0.20047 0.251575
0.011 0.0511942 0.197826 0.24902
0.0111667 0.051259 0.195201 0.24646
0.0113333 0.0512999 0.192598 0.243897
0.0115 0.0513173 0.190015 0.241333
0.0116667 0.0513121 0.187455 0.238767
0.0118333 0.0512846 0.184917 0.236201
0.012 0.0512356 0.182402 0.233637
0.0121667 0.0511657 0.17991 0.231076
0.0123333 0.0510754 0.177442 0.228518
0.0125 0.0509654 0.174999 0.225964
0.0126667 0.0508363 0.172579 0.223416
0.0128333 0.0506888 0.170185 0.220874
0.013 0.0505234 0.167816 0.21834
0.0131667 0.0503407 0.165473 0.215814
0.0133333 0.0501413 0.163156 0.213297
0.0135 0.0499259 0.160864 0.21079
0.0136667 0.0496951 0.158599 0.208294
0.0138333 0.0494494 0.15636 0.205809
0.014 0.0491894 0.154147 0.203337
0.0141667 0.0489157 0.151962 0.200877
0.0143333 0.0486289 0.149803 0.198432
0.0145 0.0483296 0.147671 0.196
0.0146667 0.0480182 0.145566 0.193584
0.0148333 0.0476954 0.143488 0.191183
0.015 0.0473617 0.141437 0.188799
0.0151667 0.0470176 0.139413 0.186431
0.0153333 0.0466636 0.137416 0.18408
0.0155 0.0463003 0.135446 0.181747
0.0156667 0.0459282 0.133504 0.179432
0.0158333 0.0455477 0.131588 0.177135
0.016 0.0451594 0.129699 0.174858
0.0161667 0.0447637 0.127837 0.1726
0.0163333 0.044361 0.126001 0.170362
0.0165 0.0439519 0.124192 0.168144
0.0166667 0.0435368 0.12241 0.165947
0.0168333 0.0431162 0.120654 0.16377
0.017 0.0426903 0.118924 0.161614
0.0171667 0.0422597 0.11722 0.15948
0.0173333 0.0418248 0.115542 0.157367
0.0175 0.0413859 0.11389 0.155276
0.0176667 0.0409434 0.112263 0.153206
0.0178333 0.0404978 0.110661 0.151159
0.018 0.0400493 0.109085 0.149134
0.0181667 0.0395983 0.107534 0.147132
0.0183333 0.0391452 0.106007 0.145152
0.0185 0.0386902 0.104505 0.143195
0.0186667 0.0382338 0.103027 0.141261
0.0188333 0.0377761 0.101573 0.139349
0.019 0.0373176 0.100143 0.13746
0.0191667 0.0368584 0.0987359 0.135594
0.0193333 0.036399 0.0973525 0.133751
0.0195 0.0359394 0.0959921 0.131932
0.0196667 0.0354801 0.0946545 0.130135
0.0198333 0.0350213 0.0933394 0.128361
0.02 0.0345631 0.0920465 0.12661
0.0201667 0.0341059 0.0907757 0.124882
0.0203333 0.0336498 0.0895265 0.123176
0.0205 0.0331951 0.0882987 0.121494
0.0206667 0.032742 0.0870922 0.119834
0.0208333 0.0322906 0.0859065 0.118197
0.021 0.0318412 0.0847414 0.116583
0.0211667 0.0313939 0.0835966 0.114991
0.0213333 0.030949 0.0824719 0.113421
0.0215 0.0305065 0.0813669 0.111873
0.0216667 0.0300667 0.0802815 0.110348
0.0218333 0.0296297 0.0792152 0.108845
0.022 0.0291955 0.0781679 0.107363
0.0221667 0.0287645 0.0771392 0.105904
0.0223333 0.0283366 0.0761289 0.104465
0.0225 0.0279121 0.0751366 0.103049
0.0226667 0.0274909 0.0741622 0.101653
0.0228333 0.0270733 0.0732053 0.100279
0.023 0.0266593 0.0722656 0.0989249
0.0231667 0.0262491 0.0713429 0.097592
0.0233333 0.0258427 0.0704369 0.0962796
0.0235 0.0254402 0.0695473 0.0949875
0.0236667 0.0250416 0.0686739 0.0937155
0.0238333 0.0246471 0.0678163 0.0924634
0.024 0.0242567 0.0669744 0.0912311
0.0241667 0.0238705 0.0661478 0.0900183
0.0243333 0.0234885 0.0653362 0.0888248
0.0245 0.0231108 0.0645395 0.0876503
0.0246667 0.0227375 0.0637574 0.0864948
0.0248333 0.0223685 0.0629895 0.085358
0.025 0.0220039 0.0622357 0.0842396
0.0251667 0.0216437 0.0614957 0.0831394
0.0253333 0.021288 0.0607692 0.0820572
0.0255 0.0209368 0.060056 0.0809928
0.0256667 0.0205901 0.0593559 0.079946
0.0258333 0.020248 0.0586685 0.0789165
0.026 0.0199104 0.0579937 0.0779041
0.0261667 0.0195773 0.0573313 0.0769086
0.0263333 0.0192488 0.0566809 0.0759298
0.0265 0.0189249 0.0560425 0.0749673
0.0266667 0.0186055 0.0554156 0.0740211
0.0268333 0.0182907 0.0548002 0.0730908
0.027 0.0179804 0.0541959 0.0721763
0.0271667 0.0176747 0.0536026 0.0712773
0.0273333 0.0173735 0.0530201 0.0703936
0.0275 0.0170768 0.0524481 0.0695249
0.0276667 0.0167846 0.0518864 0.0686711
0.0278333 0.016497 0.0513349 0.0678319
0.028 0.0162137 0.0507933 0.067007
0.0281667 0.0159349 0.0502614 0.0661963
0.0283333 0.0156606 0.049739 0.0653996
0.0285 0.0153906 0.049226 0.0646166
0.0286667 0.015125 0.0487221 0.063847
0.0288333 0.0148637 0.0482271 0.0630908
0.029 0.0146067 0.0477409 0.0623476
0.0291667 0.014354 0.0472633 0.0616173
0.0293333 0.0141055 0.0467941 0.0608996
0.0295 0.0138612 0.0463332 0.0601943
0.0296667 0.013621 0.0458803 0.0595013
0.0298333 0.013385 0.0454352 0.0588202
0.03 0.013153 0.0449979 0.058151
0.0301667 0.0129251 0.0445682 0.0574933
0.0303333 0.0127012 0.0441459 0.0568471
0.0305 0.0124813 0.0437308 0.056212
0.0306667 0.0122652 0.0433227 0.055588
0.0308333 0.0120531 0.0429217 0.0549747
0.031 0.0118447 0.0425274 0.0543721
0.0311667 0.0116401 0.0421397 0.0537798
0.0313333 0.0114393 0.0417585 0.0531978
0.0315 0.0112421 0.0413837 0.0526259
0.0316667 0.0110486 0.0410152 0.0520638
0.0318333 0.0108587 0.0406527 0.0515113
0.032 0.0106723 0.0402961 0.0509684
0.0321667 0.0104894 0.0399454 0.0504348
0.0323333 0.01031 0.0396003 0.0499103
0.0325 0.0101339 0.0392609 0.0493948
0.0326667 0.00996124 0.0389269 0.0488881
0.0328333 0.00979185 0.0385982 0.0483901
0.033 0.00962572 0.0382748 0.0479005
0.0331667 0.00946279 0.0379564 0.0474192
0.0333333 0.00930302 0.037643 0.046946
0.0335 0.00914635 0.0373345 0.0464809
0.0336667 0.00899275 0.0370308 0.0460236
0.0338333 0.00884215 0.0367318 0.0455739
0.034 0.00869452 0.0364373 0.0451318
0.0341667 0.0085498 0.0361473 0.0446971
0.0343333 0.00840794 0.0358617 0.0442696
0.0345 0.00826891 0.0355803 0.0438492
0.0346667 0.00813264 0.0353031 0.0434358
0.0348333 0.00799909 0.0350301 0.0430291
0.035 0.00786822 0.034761 0.0426292
0.0351667 0.00773998 0.0344958 0.0422358
0.0353333 0.00761432 0.0342345 0.0418488
0.0355 0.0074912 0.0339769 0.0414681
0.0356667 0.00737057 0.0337229 0.0410935
0.0358333 0.00725238 0.0334726 0.040725
0.036 0.00713659 0.0332258 0.0403624
0.0361667 0.00702316 0.0329824 0.0400055
0.0363333 0.00691204 0.0327423 0.0396544
0.0365 0.00680319 0.0325056 0.0393088
0.0366667 0.00669656 0.032272 0.0389686
0.0368333 0.00659212 0.0320417 0.0386338
0.037 0.00648981 0.0318144 0.0383042
0.0371667 0.0063896 0.0315901 0.0379797
0.0373333 0.00629145 0.0313688 0.0376602
0.0375 0.00619531 0.0311503 0.0373456
0.0376667 0.00610115 0.0309347 0.0370359
0.0378333 0.00600893 0.0307219 0.0367308
0.038 0.0059186 0.0305118 0.0364304
0.0381667 0.00583013 0.0303043 0.0361344
0.0383333 0.00574348 0.0300994 0.0358429
0.0385 0.00565861 0.0298971 0.0355557
0.0386667 0.00557548 0.0296973 0.0352728
0.0388333 0.00549407 0.0295 0.034994
0.039 0.00541433 0.029305 0.0347193
0.0391667 0.00533622 0.0291124 0.0344486
0.0393333 0.00525972 0.0289221 0.0341818
0.0395 0.00518479 0.028734 0.0339188
0.0396667 0.00511138 0.0285482 0.0336596
0.0398333 0.00503949 0.0283645 0.033404
0.04 0.00496905 0.028183 0.033152
0.0401667 0.00490006 0.0280035 0.0329036
0.0403333 0.00483247 0.0278261 0.0326586
0.0405 0.00476625 0.0276507 0.032417
0.0406667 0.00470138 0.0274773 0.0321786
0.0408333 0.00463782 0.0273058 0.0319436
0.041 0.00457554 0.0271361 0.0317117
0.0411667 0.00451452 0.0269684 0.0314829
0.0413333 0.00445473 0.0268024 0.0312572
0.0415 0.00439613 0.0266383 0.0310344
0.0416667 0.00433871 0.0264759 0.0308146
0.0418333 0.00428243 0.0263153 0.0305977
0.042 0.00422727 0.0261563 0.0303836
0.0421667 0.0041732 0.025999 0.0301722
0.0423333 0.0041202 0.0258434 0.0299636
0.0425 0.00406824 0.0256893 0.0297575
0.0426667 0.0040173 0.0255368 0.0295541
0.0428333 0.00396736 0.0253859 0.0293533
0.043 0.00391839 0.0252365 0.0291549
0.0431667 0.00387037 0.0250886 0.028959
0.0433333 0.00382327 0.0249422 0.0287655
0.0435 0.00377708 0.0247972 0.0285743
0.0436667 0.00373177 0.0246537 0.0283854
0.0438333 0.00368733 0.0245115 0.0281988
0.044 0.00364372 0.0243708 0.0280145
0.0441667 0.00360094 0.0242313 0.0278323
0.0443333 0.00355897 0.0240933 0.0276522
0.0445 0.00351777 0.0239565 0.0274743
0.0446667 0.00347734 0.0238211 0.0272984
0.0448333 0.00343766 0.0236869 0.0271245
0.045 0.00339871 0.0235539 0.0269527
0.0451667 0.00336047 0.0234223 0.0267827
0.0453333 0.00332292 0.0232918 0.0266147
0.0455 0.00328605 0.0231625 0.0264486
0.0456667 0.00324984 0.0230344 0.0262842
0.0458333 0.00321428 0.0229075 0.0261218
0.046 0.00317934 0.0227817 0.025961
0.0461667 0.00314503 0.022657 0.0258021
0.0463333 0.00311131 0.0225335 0.0256448
0.0465 0.00307818 0.0224111 0.0254893
0.0466667 0.00304562 0.0222897 0.0253353
0.0468333 0.00301361 0.0221695 0.0251831
0.047 0.00298216 0.0220502 0.0250324
0.0471667 0.00295123 0.021932 0.0248833
0.0473333 0.00292082 0.0218149 0.0247357
0.0475 0.00289092 0.0216988 0.0245897
0.0476667 0.00286151 0.0215836 0.0244451
0.0478333 0.00283259 0.0214695 0.0243021
0.048 0.00280413 0.0213563 0.0241604
0.0481667 0.00277614 0.0212441 0.0240202
0.0483333 0.0027486 0.0211328 0.0238814
0.0485 0.00272149 0.0210225 0.023744
0.0486667 0.00269481 0.0209131 0.0236079
0.0488333 0.00266855 0.0208046 0.0234732
0.049 0.00264269 0.020697 0.0233397
0.0491667 0.00261724 0.0205904 0.0232076
0.0493333 0.00259217 0.0204846 0.0230767
0.0495 0.00256749 0.0203796 0.0229471
0.0496667 0.00254317 0.0202756 0.0228188
0.0498333 0.00251922 0.0201724 0.0226916
0.05 0.00249562 0.02007 0.0225656
0.0501667 0.00247237 0.0199685 0.0224409
0.0503333 0.00244946 0.0198678 0.0223172
0.0505 0.00242687 0.0197679 0.0221948
0.0506667 0.00240461 0.0196688 0.0220734
0.0508333 0.00238267 0.0195705 0.0219532
0.051 0.00236103 0.019473 0.0218341
0.0511667 0.00233969 0.0193763 0.021716
0.0513333 0.00231865 0.0192804 0.021599
0.0515 0.0022979 0.0191852 0.0214831
0.0516667 0.00227743 0.0190908 0.0213682
0.0518333 0.00225724 0.0189971 0.0212543
0.052 0.00223731 0.0189041 0.0211415
0.0521667 0.00221765 0.0188119 0.0210296
0.0523333 0.00219825 0.0187205 0.0209187
0.0525 0.0021791 0.0186297 0.0208088
0.0526667 0.0021602 0.0185396 0.0206998
0.0528333 0.00214154 0.0184503 0.0205918
0.053 0.00212312 0.0183616 0.0204848
0.0531667 0.00210493 0.0182737 0.0203786
0.0533333 0.00208696 0.0181864 0.0202733
0.0535 0.00206923 0.0180998 0.020169
0.0536667 0.0020517 0.0180138 0.0200655
0.0538333 0.0020344 0.0179286 0.019963
0.054 0.0020173 0.0178439 0.0198612
0.0541667 0.00200041 0.01776 0.0197604
0.0543333 0.00198372 0.0176766 0.0196603
0.0545 0.00196722 0.0175939 0.0195612
0.0546667 0.00195092 0.0175119 0.0194628
0.0548333 0.00193482 0.0174304 0.0193653
0.055 0.00191889 0.0173496 0.0192685
0.0551667 0.00190315 0.0172694 0.0191726
0.0553333 0.00188759 0.0171898 0.0190774
0.0555 0.00187221 0.0171108 0.018983
0.0556667 0.001857 0.0170324 0.0188894
0.0558333 0.00184196 0.0169546 0.0187966
0.056 0.00182709 0.0168774 0.0187045
0.0561667 0.00181238 0.0168007 0.0186131
0.0563333 0.00179783 0.0167247 0.0185225
0.0565 0.00178344 0.0166492 0.0184326
0.0566667 0.00176921 0.0165742 0.0183434
0.0568333 0.00175513 0.0164998 0.018255
0.057 0.0017412 0.016426 0.0181672
0.0571667 0.00172742 0.0163527 0.0180802
0.0573333 0.00171378 0.01628 0.0179938
0.0575 0.00170029 0.0162078 0.0179081
0.0576667 0.00168694 0.0161361 0.0178231
0.0578333 0.00167373 0.016065 0.0177387
0.058 0.00166065 0.0159944 0.0176551
0.0581667 0.00164771 0.0159243 0.017572
0.0583333 0.0016349 0.0158547 0.0174896
0.0585 0.00162222 0.0157857 0.0174079
0.0586667 0.00160968 0.0157171 0.0173268
0.0588333 0.00159725 0.015649 0.0172463
0.059 0.00158496 0.0155815 0.0171664
0.0591667 0.00157278 0.0155144 0.0170872
0.0593333 0.00156073 0.0154478 0.0170085
0.0595 0.0015488 0.0153817 0.0169305
0.0596667 0.00153698 0.0153161 0.0168531
0.0598333 0.00152529 0.0152509 0.0167762
0.06 0.0015137 0.0151863 0.0167
0.0601667 0.00150223 0.015122 0.0166243
0.0603333 0.00149087 0.0150583 0.0165492
0.0605 0.00147963 0.014995 0.0164746
0.0606667 0.00146849 0.0149321 0.0164006
0.0608333 0.00145746 0.0148697 0.0163272
0.061 0.00144653 0.0148078 0.0162543
0.0611667 0.00143571 0.0147463 0.016182
0.0613333 0.001425 0.0146852 0.0161102
0.0615 0.00141438 0.0146246 0.016039
0.0616667 0.00140387 0.0145644 0.0159683
0.0618333 0.00139346 0.0145046 0.0158981
0.062 0.00138314 0.0144452 0.0158284
0.0621667 0.00137293 0.0143863 0.0157592
0.0623333 0.00136281 0.0143278 0.0156906
0.0625 0.00135278 0.0142697 0.0156224
0.0626667 0.00134285 0.014212 0.0155548
0.0628333 0.00133301 0.0141546 0.0154877
0.063 0.00132327 0.0140977 0.015421
0.0631667 0.00131362 0.0140412 0.0153548
0.0633333 0.00130405 0.0139851 0.0152892
0.0635 0.00129458 0.0139294 0.015224
0.0636667 0.00128519 0.013874 0.0151592
0.0638333 0.00127589 0.0138191 0.015095
0.064 0.00126668 0.0137645 0.0150312
0.0641667 0.00125755 0.0137103 0.0149678
0.0643333 0.00124851 0.0136565 0.014905
0.0645 0.00123955 0.013603 0.0148425
0.0646667 0.00123068 0.0135499 0.0147806
0.0648333 0.00122188 0.0134971 0.014719
0.065 0.00121317 0.0134448 0.0146579
0.0651667 0.00120454 0.0133927 0.0145973
0.0653333 0.00119598 0.0133411 0.0145371
0.0655 0.00118751 0.0132897 0.0144773
0.0656667 0.00117911 0.0132388 0.0144179
0.0658333 0.00117079 0.0131881 0.0143589
0.066 0.00116255 0.0131378 0.0143004
0.0661667 0.00115438 0.0130879 0.0142423
0.0663333 0.00114629 0.0130382 0.0141845
0.0665 0.00113827 0.0129889 0.0141272
0.0666667 0.00113033 0.01294 0.0140703
0.0668333 0.00112246 0.0128913 0.0140138
0.067 0.00111466 0.012843 0.0139577
0.0671667 0.00110693 0.012795 0.0139019
0.0673333 0.00109927 0.0127473 0.0138466
0.0675 0.00109169 0.0126999 0.0137916
0.0676667 0.00108417 0.0126529 0.013737
0.0678333 0.00107672 0.0126061 0.0136828
0.068 0.00106934 0.0125597 0.013629
0.0681667 0.00106202 0.0125135 0.0135755
0.0683333 0.00105478 0.0124676 0.0135224
0.0685 0.0010476 0.0124221 0.0134697
0.0686667 0.00104048 0.0123768 0.0134173
0.0688333 0.00103343 0.0123318 0.0133653
0.069 0.00102645 0.0122872 0.0133136
0.0691667 0.00101953 0.0122428 0.0132623
0.0693333 0.00101267 0.0121986 0.0132113
0.0695 0.00100587 0.0121548 0.0131607
0.0696667 0.000999139 0.0121112 0.0131104
0.0698333 0.000992467 0.012068 0.0130604
0.07 0.000985855 0.0120249 0.0130108
0.0701667 0.000979304 0.0119822 0.0129615
0.0703333 0.000972813 0.0119397 0.0129125
0.0705 0.000966381 0.0118975 0.0128639
0.0706667 0.000960008 0.0118556 0.0128156
0.0708333 0.000953693 0.0118139 0.0127676
0.071 0.000947436 0.0117725 0.0127199
0.0711667 0.000941235 0.0117313 0.0126725
0.0713333 0.000935092 0.0116904 0.0126255
0.0715 0.000929004 0.0116497 0.0125787
0.0716667 0.000922972 0.0116093 0.0125323
0.0718333 0.000916995 0.0115691 0.0124861
0.072 0.000911072 0.0115292 0.0124403
0.0721667 0.000905203 0.0114895 0.0123947
0.0723333 0.000899388 0.0114501 0.0123495
0.0725 0.000893626 0.0114109 0.0123045
0.0726667 0.000887916 0.0113719 0.0122598
0.0728333 0.000882259 0.0113331 0.0122154
0.073 0.000876652 0.0112946 0.0121713
0.0731667 0.000871097 0.0112564 0.0121275
0.0733333 0.000865593 0.0112183 0.0120839
0.0735 0.000860138 0.0111805 0.0120406
0.0736667 0.000854734 0.0111429 0.0119976
0.0738333 0.000849378 0.0111055 0.0119549
0.074 0.000844071 0.0110683 0.0119124
0.0741667 0.000838813 0.0110314 0.0118702
0.0743333 0.000833602 0.0109947 0.0118283
0.0745 0.000828438 0.0109581 0.0117866
0.0746667 0.000823322 0.0109218 0.0117452
0.0748333 0.000818252 0.0108857 0.011704
0.075 0.000813228 0.0108499 0.0116631
0.0751667 0.000808249 0.0108142 0.0116224
0.0753333 0.000803316 0.0107787 0.011582
0.0755 0.000798427 0.0107434 0.0115418
0.0756667 0.000793583 0.0107083 0.0115019
0.0758333 0.000788782 0.0106735 0.0114622
0.076 0.000784025 0.0106388 0.0114228
0.0761667 0.000779311 0.0106043 0.0113836
0.0763333 0.00077464 0.01057 0.0113446
0.0765 0.00077001 0.0105359 0.0113059
0.0766667 0.000765423 0.010502 0.0112674
0.0768333 0.000760877 0.0104683 0.0112291
0.077 0.000756372 0.0104347 0.0111911
0.0771667 0.000751907 0.0104014 0.0111533
0.0773333 0.000747483 0.0103682 0.0111157
0.0775 0.000743099 0.0103352 0.0110783
0.0776667 0.000738754 0.0103024 0.0110411
0.0778333 0.000734448 0.0102698 0.0110042
0.078 0.00073018 0.0102373 0.0109675
0.0781667 0.000725951 0.010205 0.010931
0.0783333 0.00072176 0.0101729 0.0108947
0.0785 0.000717606 0.010141 0.0108586
0.0786667 0.00071349 0.0101092 0.0108227
0.0788333 0.00070941 0.0100776 0.010787
0.079 0.000705367 0.0100462 0.0107516
0.0791667 0.000701359 0.0100149 0.0107163
0.0793333 0.000697388 0.00998385 0.0106812
0.0795 0.000693452 0.00995291 0.0106464
0.0796667 0.00068955 0.00992214 0.0106117
0.0798333 0.000685684 0.00989153 0.0105772
0.08 0.000681852 0.00986108 0.0105429
0.0801667 0.000678053 0.00983078 0.0105088
0.0803333 0.000674289 0.00980065 0.0104749
0.0805 0.000670557 0.00977066 0.0104412
0.0806667 0.000666859 0.00974083 0.0104077
0.0808333 0.000663193 0.00971116 0.0103743
0.081 0.000659559 0.00968163 0.0103412
0.0811667 0.000655958 0.00965225 0.0103082
0.0813333 0.000652388 0.00962303 0.0102754
0.0815 0.000648849 0.00959394 0.0102428
0.0816667 0.000645342 0.00956501 0.0102104
0.0818333 0.000641865 0.00953622 0.0101781
0.082 0.000638418 0.00950757 0.010146
0.0821667 0.000635002 0.00947907 0.0101141
0.0823333 0.000631615 0.00945071 0.0100823
0.0825 0.000628258 0.00942248 0.0100507
0.0826667 0.00062493 0.0093944 0.0100193
0.0828333 0.00062163 0.00936645 0.00998808
0.083 0.00061836 0.00933864 0.009957
0.0831667 0.000615117 0.00931096 0.00992608
0.0833333 0.000611903 0.00928342 0.00989532
0.0835 0.000608716 0.00925601 0.00986473
0.0836667 0.000605557 0.00922874 0.00983429
0.0838333 0.000602425 0.00920159 0.00980402
0.084 0.000599319 0.00917458 0.00977389
0.0841667 0.00059624 0.00914769 0.00974393
0.0843333 0.000593188 0.00912093 0.00971412
0.0845 0.000590162 0.0090943 0.00968446
0.0846667 0.000587161 0.00906779 0.00965495
0.0848333 0.000584186 0.00904141 0.00962559
0.085 0.000581236 0.00901515 0.00959638
0.0851667 0.000578311 0.00898901 0.00956732
0.0853333 0.000575411 0.00896299 0.0095384
0.0855 0.000572535 0.0089371 0.00950963
0.0856667 0.000569684 0.00891132 0.00948101
0.0858333 0.000566856 0.00888567 0.00945252
0.086 0.000564052 0.00886013 0.00942418
0.0861667 0.000561272 0.00883471 0.00939598
0.0863333 0.000558515 0.0088094 0.00936791
0.0865 0.00055578 0.00878421 0.00933999
0.0866667 0.000553069 0.00875913 0.0093122
0.0868333 0.00055038 0.00873417 0.00928455
0.087 0.000547713 0.00870931 0.00925703
0.0871667 0.000545069 0.00868457 0.00922964
0.0873333 0.000542446 0.00865994 0.00920239
0.0875 0.000539845 0.00863542 0.00917527
0.0876667 0.000537265 0.00861101 0.00914827
0.0878333 0.000534706 0.0085867 0.00912141
0.088 0.000532168 0.00856251 0.00909467
0.0881667 0.000529651 0.00853841 0.00906807
0.0883333 0.000527155 0.00851443 0.00904158
0.0885 0.000524678 0.00849055 0.00901523
0.0886667 0.000522222 0.00846677 0.00898899
0.0888333 0.000519786 0.00844309 0.00896288
0.089 0.000517369 0.00841952 0.00893689
0.0891667 0.000514972 0.00839605 0.00891102
0.0893333 0.000512594 0.00837268 0.00888527
0.0895 0.000510235 0.00834941 0.00885964
0.0896667 0.000507894 0.00832624 0.00883413
0.0898333 0.000505573 0.00830317 0.00880874
0.09 0.00050327 0.00828019 0.00878346
0.0901667 0.000500985 0.00825731 0.0087583
0.0903333 0.000498719 0.00823453 0.00873325
0.0905 0.00049647 0.00821184 0.00870831
0.0906667 0.000494239 0.00818925 0.00868349
0.0908333 0.000492025 0.00816675 0.00865878
0.091 0.000489829 0.00814435 0.00863417
0.0911667 0.00048765 0.00812203 0.00860968
0.0913333 0.000485488 0.00809981 0.0085853
0.0915 0.000483342 0.00807768 0.00856103
0.0916667 0.000481214 0.00805564 0.00853686
0.0918333 0.000479102 0.0080337 0.0085128
0.092 0.000477006 0.00801184 0.00848884
0.0921667 0.000474926 0.00799007 0.00846499
0.0923333 0.000472862 0.00796838 0.00844125
0.0925 0.000470814 0.00794679 0.0084176
0.0926667 0.000468782 0.00792528 0.00839406
0.0928333 0.000466765 0.00790386 0.00837062
0.093 0.000464763 0.00788252 0.00834728
0.0931667 0.000462777 0.00786127 0.00832405
0.0933333 0.000460805 0.0078401 0.00830091
0.0935 0.000458849 0.00781902 0.00827787
0.0936667 0.000456907 0.00779802 0.00825493
0.0938333 0.00045498 0.0077771 0.00823208
0.094 0.000453067 0.00775626 0.00820933
0.0941667 0.000451168 0.00773551 0.00818668
0.0943333 0.000449283 0.00771484 0.00816412
0.0945 0.000447413 0.00769424 0.00814165
0.0946667 0.000445556 0.00767373 0.00811928
0.0948333 0.000443713 0.00765329 0.00809701
0.095 0.000441883 0.00763294 0.00807482
0.0951667 0.000440067 0.00761266 0.00805273
0.0953333 0.000438264 0.00759246 0.00803072
0.0955 0.000436474 0.00757234 0.00800881
0.0956667 0.000434697 0.00755229 0.00798699
0.0958333 0.000432933 0.00753232 0.00796525
0.096 0.000431182 0.00751242 0.0079436
0.0961667 0.000429443 0.0074926 0.00792205
0.0963333 0.000427717 0.00747286 0.00790057
0.0965 0.000426003 0.00745319 0.00787919
0.0966667 0.000424301 0.00743359 0.00785789
0.0968333 0.000422612 0.00741406 0.00783667
0.097 0.000420934 0.00739461 0.00781554
0.0971667 0.000419268 0.00737523 0.0077945
0.0973333 0.000417614 0.00735592 0.00777353
0.0975 0.000415972 0.00733668 0.00775265
0.0976667 0.000414341 0.00731751 0.00773185
0.0978333 0.000412722 0.00729841 0.00771114
0.098 0.000411113 0.00727939 0.0076905
0.0981667 0.000409516 0.00726043 0.00766994
0.0983333 0.00040793 0.00724154 0.00764947
0.0985 0.000406355 0.00722272 0.00762907
0.0986667 0.000404791 0.00720396 0.00760875
0.0988333 0.000403238 0.00718528 0.00758851
0.099 0.000401695 0.00716666 0.00756835
0.0991667 0.000400162 0.00714811 0.00754827
0.0993333 0.00039864 0.00712962 0.00752826
0.0995 0.000397129 0.0071112 0.00750833
0.0996667 0.000395627 0.00709284 0.00748847
0.0998333 0.000394136 0.00707455 0.00746869
0.1 0.000392655 0.00705633 0.00744898
0.100167 0.000391183 0.00703817 0.00742935
0.100333 0.000389722 0.00702007 0.00740979
0.1005 0.00038827 0.00700204 0.0073903
0.100667 0.000386827 0.00698406 0.00737089
0.100833 0.000385395 0.00696616 0.00735155
0.101 0.000383971 0.00694831 0.00733228
0.101167 0.000382557 0.00693052 0.00731308
0.101333 0.000381152 0.0069128 0.00729395
0.1015 0.000379757 0.00689514 0.0072749
